id,description,vendor,cwe_category,cwe_explanation,cause,impact,published,cvss_score,severity,source,description_without_punct,description_normalized,explanation
CVE-2019-11778,"If an MQTT v5 client connects to Eclipse Mosquitto versions 1.6.0 to 1.6.4 inclusive, sets a last will and testament, sets a will delay interval, sets a session expiry interval, and the will delay interval is set longer than the session expiry interval, then a use after free error occurs, which has ",Eclipse Mosquitto,CWE-416,Use After Free,Will delay interval set longer than session expiry interval,Use after free error leading to crashes or potential code execution,2019-09-18T23:15:10.987,5.4,MEDIUM,nvd,if an mqtt v5 client connects to eclipse mosquitto versions 160 to 164 inclusive sets a last will and testament sets a will delay interval sets a session expiry interval and the will delay interval is set longer than the session expiry interval then a use after free error occurs which has,"If an MQTT v5 client connects to Eclipse Mosquitto versions 1.6.0 to 1.6.4 inclusive, sets a last will and testament, sets a will delay interval, sets a session expiry interval, and the will delay interval is set longer than the session expiry interval, then a use after free error occurs, which has ",Use After Free
CVE-2019-11779,"In Eclipse Mosquitto 1.5.0 to 1.6.5 inclusive, if a malicious MQTT client sends a SUBSCRIBE packet containing a topic that consists of approximately 65400 or more '/' characters, i.e. the topic hierarchy separator, then a stack overflow will occur.",Eclipse Mosquitto,CWE-121,Stack-based Buffer Overflow,Malicious client sends a SUBSCRIBE packet with a topic containing ~65400+ '/' characters,Stack overflow leading to potential denial of service or arbitrary code execution,2019-09-19T14:15:10.573,6.5,MEDIUM,nvd,in eclipse mosquitto 150 to 165 inclusive if a malicious mqtt client sends a subscribe packet containing a topic that consists of approximately 65400 or more  characters ie the topic hierarchy separator then a stack overflow will occur,"In Eclipse Mosquitto 1.5.0 to 1.6.5 inclusive, if a malicious MQTT client sends a SUBSCRIBE packet containing a topic that consists of approximately 65400 or more '/' characters, i.e. the topic hierarchy separator, then a stack overflow will occur.",Stack-based Buffer Overflow
CVE-2021-28166,"In Eclipse Mosquitto version 2.0.0 to 2.0.9, if an authenticated client that had connected with MQTT v5 sent a crafted CONNACK message to the broker, a NULL pointer dereference would occur.",Eclipse Mosquitto,CWE-476,NULL Pointer Dereference,Crafted CONNACK message from an authenticated MQTT v5 client,Denial of Service via broker crash,2021-04-07T19:15:12.347,6.5,MEDIUM,nvd,in eclipse mosquitto version 200 to 209 if an authenticated client that had connected with mqtt v5 sent a crafted connack message to the broker a null pointer dereference would occur,"In Eclipse Mosquitto version 2.0.0 to 2.0.9, if an authenticated client that had connected with MQTT v5 sent a crafted CONNACK message to the broker, a NULL pointer dereference would occur.",NULL Pointer Dereference
CVE-2021-28825,The Windows Installation component of TIBCO Software Inc.'s TIBCO Messaging - Eclipse Mosquitto Distribution - Core - Community Edition and TIBCO Messaging - Eclipse Mosquitto Distribution - Core - Enterprise Edition contains a vulnerability that theoretically allows a low privileged attacker with l,Eclipse Mosquitto,CWE-269,Improper Privilege Management,Insecure permissions in the Windows Installation component,Privilege escalation allowing low privileged attacker to gain unauthorized access,2021-04-14T17:15:14.147,8.8,HIGH,nvd,the windows installation component of tibco software incs tibco messaging  eclipse mosquitto distribution  core  community edition and tibco messaging  eclipse mosquitto distribution  core  enterprise edition contains a vulnerability that theoretically allows a low privileged attacker with l,The Windows Installation component of TIBCO Software Inc.'s TIBCO Messaging - Eclipse Mosquitto Distribution - Core - Community Edition and TIBCO Messaging - Eclipse Mosquitto Distribution - Core - Enterprise Edition contains a vulnerability that theoretically allows a low privileged attacker with l,Improper Privilege Management
CVE-2021-28826,The Windows Installation component of TIBCO Software Inc.'s TIBCO Messaging - Eclipse Mosquitto Distribution - Bridge - Community Edition and TIBCO Messaging - Eclipse Mosquitto Distribution - Bridge - Enterprise Edition contains a vulnerability that theoretically allows a low privileged attacker wi,Eclipse Mosquitto,CWE-269,Improper Privilege Management,Incorrect permissions set during Windows installation,Privilege escalation allowing unauthorized system access or control,2021-04-14T17:15:14.300,8.8,HIGH,nvd,the windows installation component of tibco software incs tibco messaging  eclipse mosquitto distribution  bridge  community edition and tibco messaging  eclipse mosquitto distribution  bridge  enterprise edition contains a vulnerability that theoretically allows a low privileged attacker wi,The Windows Installation component of TIBCO Software Inc.'s TIBCO Messaging - Eclipse Mosquitto Distribution - Bridge - Community Edition and TIBCO Messaging - Eclipse Mosquitto Distribution - Bridge - Enterprise Edition contains a vulnerability that theoretically allows a low privileged attacker wi,Improper Privilege Management
CVE-2021-34431,"In Eclipse Mosquitto version 1.6 to 2.0.10, if an authenticated client that had connected with MQTT v5 sent a crafted CONNECT message to the broker a memory leak would occur, which could be used to provide a DoS attack against the broker.",Eclipse Mosquitto,CWE-401,Missing Release of Memory after Effective Lifetime,Crafted CONNECT message from an authenticated MQTT v5 client causing improper memory handling,Denial of Service (DoS) via memory exhaustion,2021-07-22T14:15:08.050,6.5,MEDIUM,nvd,in eclipse mosquitto version 16 to 2010 if an authenticated client that had connected with mqtt v5 sent a crafted connect message to the broker a memory leak would occur which could be used to provide a dos attack against the broker,"In Eclipse Mosquitto version 1.6 to 2.0.10, if an authenticated client that had connected with MQTT v5 sent a crafted CONNECT message to the broker a memory leak would occur, which could be used to provide a DoS attack against the broker.",Missing Release of Memory after Effective Lifetime
CVE-2021-34432,"In Eclipse Mosquitto versions 2.07 and earlier, the server will crash if the client tries to send a PUBLISH packet with topic length = 0.",Eclipse Mosquitto,CWE-20,Improper Input Validation,Missing validation of PUBLISH packet topic length,Denial of Service (DoS) via server crash,2021-07-27T16:15:07.893,7.5,HIGH,nvd,in eclipse mosquitto versions 207 and earlier the server will crash if the client tries to send a publish packet with topic length  0,"In Eclipse Mosquitto versions 2.07 and earlier, the server will crash if the client tries to send a PUBLISH packet with topic length = 0.",Improper Input Validation
CVE-2021-34434,"In Eclipse Mosquitto versions 2.0 to 2.0.11, when using the dynamic security plugin, if the ability for a client to make subscriptions on a topic is revoked when a durable client is offline, then existing subscriptions for that client are not revoked.",Eclipse Mosquitto,CWE-284,Improper Access Control,Failure to revoke existing subscriptions when client permissions are revoked while offline,Unauthorized retention of subscription access leading to potential information disclosure or unauthorized actions,2021-08-30T20:15:07.363,5.3,MEDIUM,nvd,in eclipse mosquitto versions 20 to 2011 when using the dynamic security plugin if the ability for a client to make subscriptions on a topic is revoked when a durable client is offline then existing subscriptions for that client are not revoked,"In Eclipse Mosquitto versions 2.0 to 2.0.11, when using the dynamic security plugin, if the ability for a client to make subscriptions on a topic is revoked when a durable client is offline, then existing subscriptions for that client are not revoked.",Improper Access Control
CVE-2021-41039,"In versions 1.6 to 2.0.11 of Eclipse Mosquitto, an MQTT v5 client connecting with a large number of user-property properties could cause excessive CPU usage, leading to a loss of performance and possible denial of service.",Eclipse Mosquitto,CWE-400,Uncontrolled Resource Consumption,Excessive processing of user-property properties without proper limits,Denial of Service due to excessive CPU usage,2021-12-01T20:15:07.933,7.5,HIGH,nvd,in versions 16 to 2011 of eclipse mosquitto an mqtt v5 client connecting with a large number of userproperty properties could cause excessive cpu usage leading to a loss of performance and possible denial of service,"In versions 1.6 to 2.0.11 of Eclipse Mosquitto, an MQTT v5 client connecting with a large number of user-property properties could cause excessive CPU usage, leading to a loss of performance and possible denial of service.",Uncontrolled Resource Consumption
CVE-2023-28366,"The broker in Eclipse Mosquitto 1.3.2 through 2.x before 2.0.16 has a memory leak that can be abused remotely when a client sends many QoS 2 messages with duplicate message IDs, and fails to respond to PUBREC commands. This occurs because of mishandling of EAGAIN from the libc send function.",Eclipse Mosquitto,CWE-401,Missing Release of Memory after Effective Lifetime,Mishandling of EAGAIN from libc send function leading to memory leaks,Remote memory exhaustion and potential denial of service (DoS),2023-09-01T16:15:07.790,7.5,HIGH,nvd,the broker in eclipse mosquitto 132 through 2x before 2016 has a memory leak that can be abused remotely when a client sends many qos 2 messages with duplicate message ids and fails to respond to pubrec commands this occurs because of mishandling of eagain from the libc send function,"The broker in Eclipse Mosquitto 1.3.2 through 2.x before 2.0.16 has a memory leak that can be abused remotely when a client sends many QoS 2 messages with duplicate message IDs, and fails to respond to PUBREC commands. This occurs because of mishandling of EAGAIN from the libc send function.",Missing Release of Memory after Effective Lifetime
CVE-2023-5632,"In Eclipse Mosquito before and including 2.0.5, establishing a connection to the mosquitto server without sending data causes the EPOLLOUT event to be added, which results excessive CPU consumption. This could be used by a malicious actor to perform denial of service type attack. This issue is fixed",Eclipse Mosquitto,CWE-400,Uncontrolled Resource Consumption,Improper handling of EPOLLOUT event when a client connects without sending data,Denial of Service via excessive CPU consumption,2023-10-18T09:15:10.080,7.5,HIGH,nvd,in eclipse mosquito before and including 205 establishing a connection to the mosquitto server without sending data causes the epollout event to be added which results excessive cpu consumption this could be used by a malicious actor to perform denial of service type attack this issue is fixed,"In Eclipse Mosquito before and including 2.0.5, establishing a connection to the mosquitto server without sending data causes the EPOLLOUT event to be added, which results excessive CPU consumption. This could be used by a malicious actor to perform denial of service type attack. This issue is fixed",Uncontrolled Resource Consumption
CVE-2024-8376,"In Eclipse Mosquitto up to version 2.0.18a, an attacker can achieve memory leaking, segmentation fault or heap-use-after-free by sending specific sequences of ""CONNECT"", ""DISCONNECT"", ""SUBSCRIBE"", ""UNSUBSCRIBE"" and ""PUBLISH"" packets.",Eclipse Mosquitto,CWE-416,Use After Free,Improper handling of specific MQTT packet sequences leading to memory management errors,"Memory leaking, segmentation fault, or heap-use-after-free causing denial of service or potential code execution",2024-10-11T16:15:14.860,7.5,HIGH,nvd,in eclipse mosquitto up to version 2018a an attacker can achieve memory leaking segmentation fault or heapuseafterfree by sending specific sequences of connect disconnect subscribe unsubscribe and publish packets,"In Eclipse Mosquitto up to version 2.0.18a, an attacker can achieve memory leaking, segmentation fault or heap-use-after-free by sending specific sequences of ""CONNECT"", ""DISCONNECT"", ""SUBSCRIBE"", ""UNSUBSCRIBE"" and ""PUBLISH"" packets.",Use After Free
CVE-2024-10525,"In Eclipse Mosquitto, from version 1.3.2 through 2.0.18, if a malicious broker sends a crafted SUBACK packet with no reason codes, a client using libmosquitto may make out of bounds memory access when acting in its on_subscribe callback. This affects the mosquitto_sub and mosquitto_rr clients.",Eclipse Mosquitto,CWE-125,Out-of-bounds Read,Missing validation of reason codes in SUBACK packets,Out-of-bounds memory access leading to crashes or potential code execution,2024-10-30T12:15:02.787,9.8,CRITICAL,nvd,in eclipse mosquitto from version 132 through 2018 if a malicious broker sends a crafted suback packet with no reason codes a client using libmosquitto may make out of bounds memory access when acting in its on_subscribe callback this affects the mosquitto_sub and mosquitto_rr clients,"In Eclipse Mosquitto, from version 1.3.2 through 2.0.18, if a malicious broker sends a crafted SUBACK packet with no reason codes, a client using libmosquitto may make out of bounds memory access when acting in its on_subscribe callback. This affects the mosquitto_sub and mosquitto_rr clients.",Out-of-bounds Read
CVE-2024-3935,"In Eclipse Mosquito, versions from 2.0.0 through 2.0.18, if a Mosquitto broker is configured to create an outgoing bridge connection, and that bridge connection has an incoming topic configured that makes use of topic remapping, then if the remote connection sends a crafted PUBLISH packet to the bro",Eclipse Mosquitto,CWE-20,Improper Input Validation,Improper validation of crafted PUBLISH packets in bridged connections with topic remapping,Denial of Service via broker crash,2024-10-30T12:15:03.090,6.5,MEDIUM,nvd,in eclipse mosquito versions from 200 through 2018 if a mosquitto broker is configured to create an outgoing bridge connection and that bridge connection has an incoming topic configured that makes use of topic remapping then if the remote connection sends a crafted publish packet to the bro,"In Eclipse Mosquito, versions from 2.0.0 through 2.0.18, if a Mosquitto broker is configured to create an outgoing bridge connection, and that bridge connection has an incoming topic configured that makes use of topic remapping, then if the remote connection sends a crafted PUBLISH packet to the bro",Improper Input Validation
CVE-2023-37781,An issue in the emqx_sn plugin of EMQX v4.3.8 allows attackers to execute a directory traversal via uploading a crafted .txt file.,EMQX,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),Insufficient validation of file paths in the emqx_sn plugin when uploading .txt files,Attackers can execute directory traversal to upload malicious files to arbitrary locations,2023-07-17T20:15:13.623,6.5,MEDIUM,nvd,an issue in the emqx_sn plugin of emqx v438 allows attackers to execute a directory traversal via uploading a crafted txt file,An issue in the emqx_sn plugin of EMQX v4.3.8 allows attackers to execute a directory traversal via uploading a crafted .txt file.,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
CVE-2024-10964,A vulnerability classified as critical has been found in emqx neuron up to 2.10.0. Affected is the function handle_add_plugin in the library cmd.library of the file plugins/restful/plugin_handle.c. The manipulation leads to buffer overflow. It is possible to launch the attack remotely. It is recomme,EMQX,CWE-120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),Improper bounds checking in the handle_add_plugin function,Remote code execution or denial of service due to buffer overflow,2024-11-07T17:15:06.500,6.3,MEDIUM,nvd,a vulnerability classified as critical has been found in emqx neuron up to 2100 affected is the function handle_add_plugin in the library cmdlibrary of the file pluginsrestfulplugin_handlec the manipulation leads to buffer overflow it is possible to launch the attack remotely it is recomme,A vulnerability classified as critical has been found in emqx neuron up to 2.10.0. Affected is the function handle_add_plugin in the library cmd.library of the file plugins/restful/plugin_handle.c. The manipulation leads to buffer overflow. It is possible to launch the attack remotely. It is recomme,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2024-10965,A vulnerability classified as problematic was found in emqx neuron up to 2.10.0. Affected by this vulnerability is an unknown functionality of the file /api/v2/schema of the component JSON File Handler. The manipulation leads to information disclosure. The attack can be launched remotely. The patch,EMQX,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,Insufficient access controls in the JSON File Handler component,Unauthorized remote information disclosure,2024-11-07T17:15:06.890,4.3,MEDIUM,nvd,a vulnerability classified as problematic was found in emqx neuron up to 2100 affected by this vulnerability is an unknown functionality of the file apiv2schema of the component json file handler the manipulation leads to information disclosure the attack can be launched remotely the patch,A vulnerability classified as problematic was found in emqx neuron up to 2.10.0. Affected by this vulnerability is an unknown functionality of the file /api/v2/schema of the component JSON File Handler. The manipulation leads to information disclosure. The attack can be launched remotely. The patch,Exposure of Sensitive Information to an Unauthorized Actor
CVE-2021-33176,"VerneMQ MQTT Broker versions prior to 1.12.0 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs. These inputs cause the message broker to consume large amounts of memory, resulting in the application being terminated by th",VerneMQ,CWE-400,Uncontrolled Resource Consumption,Handling of untrusted inputs leading to excessive memory consumption,Denial of Service via application termination due to memory exhaustion,2021-06-08T15:15:07.977,7.5,HIGH,nvd,vernemq mqtt broker versions prior to 1120 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs these inputs cause the message broker to consume large amounts of memory resulting in the application being terminated by th,"VerneMQ MQTT Broker versions prior to 1.12.0 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs. These inputs cause the message broker to consume large amounts of memory, resulting in the application being terminated by th",Uncontrolled Resource Consumption
CVE-2024-44459,A memory allocation issue in vernemq v2.0.1 allows attackers to cause a Denial of Service (DoS) via excessive memory consumption.,VerneMQ,CWE-770,Allocation of Resources Without Limits or Throttling,Improper memory management allowing excessive memory consumption,Denial of Service (DoS) due to memory exhaustion,2024-09-12T20:15:04.887,7.5,HIGH,nvd,a memory allocation issue in vernemq v201 allows attackers to cause a denial of service dos via excessive memory consumption,A memory allocation issue in vernemq v2.0.1 allows attackers to cause a Denial of Service (DoS) via excessive memory consumption.,Allocation of Resources Without Limits or Throttling
CVE-2013-1069,"Ubuntu Metal as a Service (MaaS) 1.2 and 1.4 uses world-readable permissions for txlongpoll.yaml, which allows local users to obtain RabbitMQ authentication credentials by reading the file.",RabbitMQ,CWE-732,Incorrect Permission Assignment for Critical Resource,World-readable permissions on txlongpoll.yaml file,Exposure of RabbitMQ authentication credentials to local users,2014-02-17T16:55:08.053,,,nvd,ubuntu metal as a service maas 12 and 14 uses worldreadable permissions for txlongpollyaml which allows local users to obtain rabbitmq authentication credentials by reading the file,"Ubuntu Metal as a Service (MaaS) 1.2 and 1.4 uses world-readable permissions for txlongpoll.yaml, which allows local users to obtain RabbitMQ authentication credentials by reading the file.",Incorrect Permission Assignment for Critical Resource
CVE-2015-0862,"Multiple cross-site scripting (XSS) vulnerabilities in the management web UI in the RabbitMQ management plugin before 3.4.3 allow remote authenticated users to inject arbitrary web script or HTML via (1) message details when a message is unqueued, such as headers or arguments; (2) policy names, whic",RabbitMQ,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Insufficient sanitization of user-supplied input (message details, policy names) in the management web UI","Remote authenticated users can inject arbitrary web scripts or HTML, leading to potential session hijacking, data theft, or UI manipulation",2015-01-18T18:59:01.583,,,nvd,multiple crosssite scripting xss vulnerabilities in the management web ui in the rabbitmq management plugin before 343 allow remote authenticated users to inject arbitrary web script or html via 1 message details when a message is unqueued such as headers or arguments 2 policy names whic,"Multiple cross-site scripting (XSS) vulnerabilities in the management web UI in the RabbitMQ management plugin before 3.4.3 allow remote authenticated users to inject arbitrary web script or HTML via (1) message details when a message is unqueued, such as headers or arguments; (2) policy names, whic",Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2014-9494,RabbitMQ before 3.4.0 allows remote attackers to bypass the loopback_users restriction via a crafted X-Forwareded-For header.,RabbitMQ,CWE-284,Improper Access Control allows bypassing security restrictions via a forged header.,Reliance on client-controlled X-Forwarded-For header for loopback_users restriction.,"Unauthorized access to restricted functionalities, potentially enabling remote attacks.",2015-01-20T15:59:08.233,,,nvd,rabbitmq before 340 allows remote attackers to bypass the loopback_users restriction via a crafted xforwarededfor header,RabbitMQ before 3.4.0 allows remote attackers to bypass the loopback_users restriction via a crafted X-Forwareded-For header.,Improper Access Control allows bypassing security restrictions via a forged header.
CVE-2014-9649,"Cross-site scripting (XSS) vulnerability in the management plugin in RabbitMQ 2.1.0 through 3.4.x before 3.4.1 allows remote attackers to inject arbitrary web script or HTML via the path info to api/, which is not properly handled in an error message.",RabbitMQ,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Failure to properly sanitize path info input in error messages generated by the management plugin,"Remote attackers can inject arbitrary web scripts or HTML, potentially leading to session hijacking, defacement, or client-side attacks",2015-01-27T20:02:39.637,,,nvd,crosssite scripting xss vulnerability in the management plugin in rabbitmq 210 through 34x before 341 allows remote attackers to inject arbitrary web script or html via the path info to api which is not properly handled in an error message,"Cross-site scripting (XSS) vulnerability in the management plugin in RabbitMQ 2.1.0 through 3.4.x before 3.4.1 allows remote attackers to inject arbitrary web script or HTML via the path info to api/, which is not properly handled in an error message.",Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2014-9650,CRLF injection vulnerability in the management plugin in RabbitMQ 2.1.0 through 3.4.x before 3.4.1 allows remote attackers to inject arbitrary HTTP headers and conduct HTTP response splitting attacks via the download parameter to api/definitions.,RabbitMQ,CWE-113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),Failure to properly sanitize the 'download' parameter in the management plugin API,"Allows remote attackers to inject arbitrary HTTP headers, leading to HTTP response splitting attacks and potential session hijacking, cache poisoning, or cross-site scripting",2015-01-27T20:03:15.080,,,nvd,crlf injection vulnerability in the management plugin in rabbitmq 210 through 34x before 341 allows remote attackers to inject arbitrary http headers and conduct http response splitting attacks via the download parameter to apidefinitions,CRLF injection vulnerability in the management plugin in RabbitMQ 2.1.0 through 3.4.x before 3.4.1 allows remote attackers to inject arbitrary HTTP headers and conduct HTTP response splitting attacks via the download parameter to api/definitions.,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting')
