id,description,vendor,cwe_category,cwe_explanation,cause,impact,published,cvss_score,severity,source,description_without_punct,description_normalized,explanation
CVE-2021-28826,The Windows Installation component of TIBCO Software Inc.'s TIBCO Messaging - Eclipse Mosquitto Distribution - Bridge - Community Edition and TIBCO Messaging - Eclipse Mosquitto Distribution - Bridge - Enterprise Edition contains a vulnerability that theoretically allows a low privileged attacker wi,Eclipse Mosquitto,CWE-20,Improper Input Validation,A vulnerability in the Windows Installation component of TIBCO Messaging - Eclipse Mosquitto Distribution - Bridge allows a low-privileged attacker to potentially exploit the system.,Theoretical impact allowing a low-privileged attacker to potentially compromise the system.,2021-04-14T17:15:14.300,8.8,HIGH,nvd,the windows installation component of tibco software incs tibco messaging  eclipse mosquitto distribution  bridge  community edition and tibco messaging  eclipse mosquitto distribution  bridge  enterprise edition contains a vulnerability that theoretically allows a low privileged attacker wi,The Windows Installation component of TIBCO Software Inc.'s TIBCO Messaging - Eclipse Mosquitto Distribution - Bridge - Community Edition and TIBCO Messaging - Eclipse Mosquitto Distribution - Bridge - Enterprise Edition contains a vulnerability that theoretically allows a low privileged attacker wi,Improper Input Validation
CVE-2021-34431,"In Eclipse Mosquitto version 1.6 to 2.0.10, if an authenticated client that had connected with MQTT v5 sent a crafted CONNECT message to the broker a memory leak would occur, which could be used to provide a DoS attack against the broker.",Eclipse Mosquitto,CWE-400,Uncontrolled Resource Consumption,A crafted CONNECT message from an authenticated MQTT v5 client causes a memory leak in the broker.,Denial of Service (DoS) attack against the broker.,2021-07-22T14:15:08.050,6.5,MEDIUM,nvd,in eclipse mosquitto version 16 to 2010 if an authenticated client that had connected with mqtt v5 sent a crafted connect message to the broker a memory leak would occur which could be used to provide a dos attack against the broker,"In Eclipse Mosquitto version 1.6 to 2.0.10, if an authenticated client that had connected with MQTT v5 sent a crafted CONNECT message to the broker a memory leak would occur, which could be used to provide a DoS attack against the broker.",Uncontrolled Resource Consumption
CVE-2021-34432,"In Eclipse Mosquitto versions 2.07 and earlier, the server will crash if the client tries to send a PUBLISH packet with topic length = 0.",Eclipse Mosquitto,CWE-754,Off-by-one error,"The server does not properly handle PUBLISH packets with a topic length of 0, leading to a crash.","Server crash, denial of service.",2021-07-27T16:15:07.893,7.5,HIGH,nvd,in eclipse mosquitto versions 207 and earlier the server will crash if the client tries to send a publish packet with topic length  0,"In Eclipse Mosquitto versions 2.07 and earlier, the server will crash if the client tries to send a PUBLISH packet with topic length = 0.",Off-by-one error
CVE-2021-34434,"In Eclipse Mosquitto versions 2.0 to 2.0.11, when using the dynamic security plugin, if the ability for a client to make subscriptions on a topic is revoked when a durable client is offline, then existing subscriptions for that client are not revoked.",Eclipse Mosquitto,CWE-668,Improper Authorization,The dynamic security plugin in Eclipse Mosquitto versions 2.0 to 2.0.11 does not revoke existing subscriptions for a durable client when subscription rights are revoked while the client is offline.,"Existing subscriptions for a durable client are not revoked when access is removed, allowing unauthorized access to data.",2021-08-30T20:15:07.363,5.3,MEDIUM,nvd,in eclipse mosquitto versions 20 to 2011 when using the dynamic security plugin if the ability for a client to make subscriptions on a topic is revoked when a durable client is offline then existing subscriptions for that client are not revoked,"In Eclipse Mosquitto versions 2.0 to 2.0.11, when using the dynamic security plugin, if the ability for a client to make subscriptions on a topic is revoked when a durable client is offline, then existing subscriptions for that client are not revoked.",Improper Authorization
CVE-2021-41039,"In versions 1.6 to 2.0.11 of Eclipse Mosquitto, an MQTT v5 client connecting with a large number of user-property properties could cause excessive CPU usage, leading to a loss of performance and possible denial of service.",Eclipse Mosquitto,CWE-770,Resource Exhaustion,An MQTT v5 client connecting with a large number of user-property properties causes excessive CPU usage.,Loss of performance and possible denial of service.,2021-12-01T20:15:07.933,7.5,HIGH,nvd,in versions 16 to 2011 of eclipse mosquitto an mqtt v5 client connecting with a large number of userproperty properties could cause excessive cpu usage leading to a loss of performance and possible denial of service,"In versions 1.6 to 2.0.11 of Eclipse Mosquitto, an MQTT v5 client connecting with a large number of user-property properties could cause excessive CPU usage, leading to a loss of performance and possible denial of service.",Resource Exhaustion
CVE-2023-28366,"The broker in Eclipse Mosquitto 1.3.2 through 2.x before 2.0.16 has a memory leak that can be abused remotely when a client sends many QoS 2 messages with duplicate message IDs, and fails to respond to PUBREC commands. This occurs because of mishandling of EAGAIN from the libc send function.",Eclipse Mosquitto,CWE-400,Uncontrolled Resource Consumption,Mishandling of EAGAIN from the libc send function when a client sends many QoS 2 messages with duplicate message IDs and fails to respond to PUBREC commands.,"Memory leak that can be abused remotely, potentially leading to denial of service.",2023-09-01T16:15:07.790,7.5,HIGH,nvd,the broker in eclipse mosquitto 132 through 2x before 2016 has a memory leak that can be abused remotely when a client sends many qos 2 messages with duplicate message ids and fails to respond to pubrec commands this occurs because of mishandling of eagain from the libc send function,"The broker in Eclipse Mosquitto 1.3.2 through 2.x before 2.0.16 has a memory leak that can be abused remotely when a client sends many QoS 2 messages with duplicate message IDs, and fails to respond to PUBREC commands. This occurs because of mishandling of EAGAIN from the libc send function.",Uncontrolled Resource Consumption
CVE-2023-5632,"In Eclipse Mosquito before and including 2.0.5, establishing a connection to the mosquitto server without sending data causes the EPOLLOUT event to be added, which results excessive CPU consumption. This could be used by a malicious actor to perform denial of service type attack. This issue is fixed",Eclipse Mosquitto,CWE-400,Uncontrolled Resource Consumption,"Failure to handle the EPOLLOUT event properly when a connection is established without sending data, leading to excessive CPU usage.","Denial of service (DoS) attack, resulting in excessive CPU consumption and potential system unavailability.",2023-10-18T09:15:10.080,7.5,HIGH,nvd,in eclipse mosquito before and including 205 establishing a connection to the mosquitto server without sending data causes the epollout event to be added which results excessive cpu consumption this could be used by a malicious actor to perform denial of service type attack this issue is fixed,"In Eclipse Mosquito before and including 2.0.5, establishing a connection to the mosquitto server without sending data causes the EPOLLOUT event to be added, which results excessive CPU consumption. This could be used by a malicious actor to perform denial of service type attack. This issue is fixed",Uncontrolled Resource Consumption
CVE-2024-8376,"In Eclipse Mosquitto up to version 2.0.18a, an attacker can achieve memory leaking, segmentation fault or heap-use-after-free by sending specific sequences of ""CONNECT"", ""DISCONNECT"", ""SUBSCRIBE"", ""UNSUBSCRIBE"" and ""PUBLISH"" packets.",Eclipse Mosquitto,CWE-416,Use After Free,"Sending specific sequences of MQTT packets ('CONNECT', 'DISCONNECT', 'SUBSCRIBE', 'UNSUBSCRIBE', 'PUBLISH') can trigger memory leaks, segmentation faults, or heap-use-after-free conditions.","Memory leaks, segmentation faults, or heap-use-after-free, potentially leading to denial of service or arbitrary code execution.",2024-10-11T16:15:14.860,7.5,HIGH,nvd,in eclipse mosquitto up to version 2018a an attacker can achieve memory leaking segmentation fault or heapuseafterfree by sending specific sequences of connect disconnect subscribe unsubscribe and publish packets,"In Eclipse Mosquitto up to version 2.0.18a, an attacker can achieve memory leaking, segmentation fault or heap-use-after-free by sending specific sequences of ""CONNECT"", ""DISCONNECT"", ""SUBSCRIBE"", ""UNSUBSCRIBE"" and ""PUBLISH"" packets.",Use After Free
CVE-2024-10525,"In Eclipse Mosquitto, from version 1.3.2 through 2.0.18, if a malicious broker sends a crafted SUBACK packet with no reason codes, a client using libmosquitto may make out of bounds memory access when acting in its on_subscribe callback. This affects the mosquitto_sub and mosquitto_rr clients.",Eclipse Mosquitto,CWE-787,Out-of-bounds Write,A malicious broker sending a crafted SUBACK packet with no reason codes causes out-of-bounds memory access in the libmosquitto client's on_subscribe callback.,"Out-of-bounds memory access in mosquitto_sub and mosquitto_rr clients, potentially leading to crashes or arbitrary code execution.",2024-10-30T12:15:02.787,9.8,CRITICAL,nvd,in eclipse mosquitto from version 132 through 2018 if a malicious broker sends a crafted suback packet with no reason codes a client using libmosquitto may make out of bounds memory access when acting in its on_subscribe callback this affects the mosquitto_sub and mosquitto_rr clients,"In Eclipse Mosquitto, from version 1.3.2 through 2.0.18, if a malicious broker sends a crafted SUBACK packet with no reason codes, a client using libmosquitto may make out of bounds memory access when acting in its on_subscribe callback. This affects the mosquitto_sub and mosquitto_rr clients.",Out-of-bounds Write
CVE-2024-3935,"In Eclipse Mosquito, versions from 2.0.0 through 2.0.18, if a Mosquitto broker is configured to create an outgoing bridge connection, and that bridge connection has an incoming topic configured that makes use of topic remapping, then if the remote connection sends a crafted PUBLISH packet to the bro",Eclipse Mosquitto,CWE-20,Improper Input Validation,Improper handling of topic remapping in outgoing bridge connections allows crafted PUBLISH packets to potentially cause unexpected behavior or vulnerabilities.,Potential for unexpected behavior or vulnerabilities due to improperly handled topic remapping in outgoing bridge connections.,2024-10-30T12:15:03.090,6.5,MEDIUM,nvd,in eclipse mosquito versions from 200 through 2018 if a mosquitto broker is configured to create an outgoing bridge connection and that bridge connection has an incoming topic configured that makes use of topic remapping then if the remote connection sends a crafted publish packet to the bro,"In Eclipse Mosquito, versions from 2.0.0 through 2.0.18, if a Mosquitto broker is configured to create an outgoing bridge connection, and that bridge connection has an incoming topic configured that makes use of topic remapping, then if the remote connection sends a crafted PUBLISH packet to the bro",Improper Input Validation
CVE-2023-37781,An issue in the emqx_sn plugin of EMQX v4.3.8 allows attackers to execute a directory traversal via uploading a crafted .txt file.,EMQX,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"Lack of proper validation of the uploaded .txt file's path, allowing directory traversal via a crafted filename.",Remote code execution or access to unauthorized files on the EMQX server.,2023-07-17T20:15:13.623,6.5,MEDIUM,nvd,an issue in the emqx_sn plugin of emqx v438 allows attackers to execute a directory traversal via uploading a crafted txt file,An issue in the emqx_sn plugin of EMQX v4.3.8 allows attackers to execute a directory traversal via uploading a crafted .txt file.,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
CVE-2024-10964,A vulnerability classified as critical has been found in emqx neuron up to 2.10.0. Affected is the function handle_add_plugin in the library cmd.library of the file plugins/restful/plugin_handle.c. The manipulation leads to buffer overflow. It is possible to launch the attack remotely. It is recomme,EMQX,CWE-120,"Classic buffer overflow vulnerability where writing data beyond the allocated buffer size can lead to program crashes, data corruption, or arbitrary code execution.",The `handle_add_plugin` function in the `cmd.library` of emqx neuron up to 2.10.0 has a vulnerability that allows a buffer overflow.,"Remotely exploitable buffer overflow, potentially leading to arbitrary code execution.",2024-11-07T17:15:06.500,6.3,MEDIUM,nvd,a vulnerability classified as critical has been found in emqx neuron up to 2100 affected is the function handle_add_plugin in the library cmdlibrary of the file pluginsrestfulplugin_handlec the manipulation leads to buffer overflow it is possible to launch the attack remotely it is recomme,A vulnerability classified as critical has been found in emqx neuron up to 2.10.0. Affected is the function handle_add_plugin in the library cmd.library of the file plugins/restful/plugin_handle.c. The manipulation leads to buffer overflow. It is possible to launch the attack remotely. It is recomme,"Classic buffer overflow vulnerability where writing data beyond the allocated buffer size can lead to program crashes, data corruption, or arbitrary code execution."
CVE-2024-10965,A vulnerability classified as problematic was found in emqx neuron up to 2.10.0. Affected by this vulnerability is an unknown functionality of the file /api/v2/schema of the component JSON File Handler. The manipulation leads to information disclosure. The attack can be launched remotely. The patch,EMQX,CWE-200,Information Exposure,Improper handling of JSON data in the /api/v2/schema endpoint of emqx neuron allows for information disclosure.,Information disclosure through remote manipulation of the /api/v2/schema endpoint.,2024-11-07T17:15:06.890,4.3,MEDIUM,nvd,a vulnerability classified as problematic was found in emqx neuron up to 2100 affected by this vulnerability is an unknown functionality of the file apiv2schema of the component json file handler the manipulation leads to information disclosure the attack can be launched remotely the patch,A vulnerability classified as problematic was found in emqx neuron up to 2.10.0. Affected by this vulnerability is an unknown functionality of the file /api/v2/schema of the component JSON File Handler. The manipulation leads to information disclosure. The attack can be launched remotely. The patch,Information Exposure
CVE-2021-33176,"VerneMQ MQTT Broker versions prior to 1.12.0 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs. These inputs cause the message broker to consume large amounts of memory, resulting in the application being terminated by th",VerneMQ,CWE-770,Resource Exhaustion,Excessive memory consumption due to the handling of untrusted inputs.,Denial of service attack resulting in application termination.,2021-06-08T15:15:07.977,7.5,HIGH,nvd,vernemq mqtt broker versions prior to 1120 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs these inputs cause the message broker to consume large amounts of memory resulting in the application being terminated by th,"VerneMQ MQTT Broker versions prior to 1.12.0 are vulnerable to a denial of service attack as a result of excessive memory consumption due to the handling of untrusted inputs. These inputs cause the message broker to consume large amounts of memory, resulting in the application being terminated by th",Resource Exhaustion
CVE-2024-44459,A memory allocation issue in vernemq v2.0.1 allows attackers to cause a Denial of Service (DoS) via excessive memory consumption.,VerneMQ,CWE-772,Improper Memory Handling,Memory allocation issue in vernemq v2.0.1,Denial of Service (DoS) via excessive memory consumption,2024-09-12T20:15:04.887,7.5,HIGH,nvd,a memory allocation issue in vernemq v201 allows attackers to cause a denial of service dos via excessive memory consumption,A memory allocation issue in vernemq v2.0.1 allows attackers to cause a Denial of Service (DoS) via excessive memory consumption.,Improper Memory Handling
CVE-2013-1069,"Ubuntu Metal as a Service (MaaS) 1.2 and 1.4 uses world-readable permissions for txlongpoll.yaml, which allows local users to obtain RabbitMQ authentication credentials by reading the file.",RabbitMQ,CWE-200,Information Exposure,World-readable permissions on the txlongpoll.yaml file containing RabbitMQ authentication credentials.,"Local users can obtain RabbitMQ authentication credentials, potentially leading to unauthorized access to the RabbitMQ server and the systems it manages.",2014-02-17T16:55:08.053,,,nvd,ubuntu metal as a service maas 12 and 14 uses worldreadable permissions for txlongpollyaml which allows local users to obtain rabbitmq authentication credentials by reading the file,"Ubuntu Metal as a Service (MaaS) 1.2 and 1.4 uses world-readable permissions for txlongpoll.yaml, which allows local users to obtain RabbitMQ authentication credentials by reading the file.",Information Exposure
CVE-2015-0862,"Multiple cross-site scripting (XSS) vulnerabilities in the management web UI in the RabbitMQ management plugin before 3.4.3 allow remote authenticated users to inject arbitrary web script or HTML via (1) message details when a message is unqueued, such as headers or arguments; (2) policy names, whic",RabbitMQ,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Lack of proper sanitization or escaping of user-supplied data in the RabbitMQ management plugin's web UI, specifically in message details (headers and arguments) and policy names.","Remote authenticated users can inject arbitrary web script or HTML, leading to potential data theft, session hijacking, and other attacks on other users of the management interface.",2015-01-18T18:59:01.583,,,nvd,multiple crosssite scripting xss vulnerabilities in the management web ui in the rabbitmq management plugin before 343 allow remote authenticated users to inject arbitrary web script or html via 1 message details when a message is unqueued such as headers or arguments 2 policy names whic,"Multiple cross-site scripting (XSS) vulnerabilities in the management web UI in the RabbitMQ management plugin before 3.4.3 allow remote authenticated users to inject arbitrary web script or HTML via (1) message details when a message is unqueued, such as headers or arguments; (2) policy names, whic",Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2014-9494,RabbitMQ before 3.4.0 allows remote attackers to bypass the loopback_users restriction via a crafted X-Forwareded-For header.,RabbitMQ,CWE-287,Improper Authentication,The loopback_users restriction in RabbitMQ versions before 3.4.0 can be bypassed by manipulating the X-Forwarded-For header in requests.,Remote attackers can bypass authentication restrictions and gain unauthorized access to the RabbitMQ server.,2015-01-20T15:59:08.233,,,nvd,rabbitmq before 340 allows remote attackers to bypass the loopback_users restriction via a crafted xforwarededfor header,RabbitMQ before 3.4.0 allows remote attackers to bypass the loopback_users restriction via a crafted X-Forwareded-For header.,Improper Authentication
