id,description,vendor,cwe_category,cwe_explanation,cause,impact,published,cvss_score,severity,source,description_without_punct,description_normalized,explanation
NVD:CVE-2024-3935,"In Eclipse Mosquito, versions from 2.0.0 through 2.0.18, if a Mosquitto broker is configured to create an outgoing bridge connection, and that bridge connection has an incoming topic configured that makes use of topic remapping, then if the remote connection sends a crafted PUBLISH packet to the bro",Eclipse Mosquitto,CWE-20,Improper Input Validation,"The Mosquitto broker's handling of topic remapping in outgoing bridge connections does not properly validate PUBLISH packets from the remote connection, allowing crafted packets to cause unexpected behavior.","A crafted PUBLISH packet could potentially lead to denial-of-service, information disclosure, or other unspecified vulnerabilities due to improper handling of topic remapping.",2024-10-30T12:15:03,6.5,MEDIUM,vulners,in eclipse mosquito versions from 200 through 2018 if a mosquitto broker is configured to create an outgoing bridge connection and that bridge connection has an incoming topic configured that makes use of topic remapping then if the remote connection sends a crafted publish packet to the bro,"In Eclipse Mosquito, versions from 2.0.0 through 2.0.18, if a Mosquitto broker is configured to create an outgoing bridge connection, and that bridge connection has an incoming topic configured that makes use of topic remapping, then if the remote connection sends a crafted PUBLISH packet to the bro",Improper Input Validation
ALPINE:CVE-2024-3935,"In Eclipse Mosquito, versions from 2.0.0 through 2.0.18, if a Mosquitto broker is configured to create an outgoing bridge connection, and that bridge connection has an incoming topic configured that makes use of topic remapping, then if the remote connection sends a crafted PUBLISH packet to the bro",Eclipse Mosquitto,CWE-20,Improper Input Validation,Improper handling of topic remapping in outgoing bridge connections allows crafted PUBLISH packets to cause unexpected behavior.,Potential for denial of service or other unspecified impacts due to unexpected behavior caused by crafted PUBLISH packets.,2024-10-30T12:15:03,6.0,MEDIUM,vulners,in eclipse mosquito versions from 200 through 2018 if a mosquitto broker is configured to create an outgoing bridge connection and that bridge connection has an incoming topic configured that makes use of topic remapping then if the remote connection sends a crafted publish packet to the bro,"In Eclipse Mosquito, versions from 2.0.0 through 2.0.18, if a Mosquitto broker is configured to create an outgoing bridge connection, and that bridge connection has an incoming topic configured that makes use of topic remapping, then if the remote connection sends a crafted PUBLISH packet to the bro",Improper Input Validation
CVE-2024-3935,"In Eclipse Mosquito, versions from 2.0.0 through 2.0.18, if a Mosquitto broker is configured to create an outgoing bridge connection, and that bridge connection has an incoming topic configured that makes use of topic remapping, then if the remote connection sends a crafted PUBLISH packet to the bro",Eclipse Mosquitto,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Improper handling of topic remapping in outgoing bridge connections allows crafted PUBLISH packets to cause cross-site scripting vulnerabilities.,"Remote attackers could exploit this vulnerability to inject malicious scripts into web pages viewed by users of the Mosquitto broker, potentially leading to unauthorized access, data theft, or other harmful actions.",2024-10-30T12:15:03,6.0,MEDIUM,vulners,in eclipse mosquito versions from 200 through 2018 if a mosquitto broker is configured to create an outgoing bridge connection and that bridge connection has an incoming topic configured that makes use of topic remapping then if the remote connection sends a crafted publish packet to the bro,"In Eclipse Mosquito, versions from 2.0.0 through 2.0.18, if a Mosquitto broker is configured to create an outgoing bridge connection, and that bridge connection has an incoming topic configured that makes use of topic remapping, then if the remote connection sends a crafted PUBLISH packet to the bro",Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
OSV:CVE-2024-10525,"In Eclipse Mosquitto, from version 1.3.2 through 2.0.18, if a malicious broker sends a crafted SUBACK packet with no reason codes, a client using libmosquitto may make out of bounds memory access when acting in its on_subscribe callback. This affects the mosquitto_sub and mosquitto_rr clients.",Eclipse Mosquitto,CWE-787,Out-of-bounds Write,"A malicious broker sends a crafted SUBACK packet with no reason codes, causing the libmosquitto client to perform an out-of-bounds memory access within its on_subscribe callback.","Out-of-bounds memory access in the mosquitto_sub and mosquitto_rr clients, potentially leading to crashes, arbitrary code execution, or information disclosure.",2024-10-30T12:15:02,7.2,HIGH,vulners,in eclipse mosquitto from version 132 through 2018 if a malicious broker sends a crafted suback packet with no reason codes a client using libmosquitto may make out of bounds memory access when acting in its on_subscribe callback this affects the mosquitto_sub and mosquitto_rr clients,"In Eclipse Mosquitto, from version 1.3.2 through 2.0.18, if a malicious broker sends a crafted SUBACK packet with no reason codes, a client using libmosquitto may make out of bounds memory access when acting in its on_subscribe callback. This affects the mosquitto_sub and mosquitto_rr clients.",Out-of-bounds Write
DEBIANCVE:CVE-2024-10525,"In Eclipse Mosquitto, from version 1.3.2 through 2.0.18, if a malicious broker sends a crafted SUBACK packet with no reason codes, a client using libmosquitto may make out of bounds memory access when acting in its on_subscribe callback. This affects the mosquitto_sub and mosquitto_rr clients.",Eclipse Mosquitto,CWE-126,Buffer Overflow,"A malicious broker sends a crafted SUBACK packet with no reason codes, causing out-of-bounds memory access in the libmosquitto client's on_subscribe callback.",Out-of-bounds memory access leading to crashes or potential remote code execution in mosquitto_sub and mosquitto_rr clients.,2024-10-30T12:15:02,7.2,HIGH,vulners,in eclipse mosquitto from version 132 through 2018 if a malicious broker sends a crafted suback packet with no reason codes a client using libmosquitto may make out of bounds memory access when acting in its on_subscribe callback this affects the mosquitto_sub and mosquitto_rr clients,"In Eclipse Mosquitto, from version 1.3.2 through 2.0.18, if a malicious broker sends a crafted SUBACK packet with no reason codes, a client using libmosquitto may make out of bounds memory access when acting in its on_subscribe callback. This affects the mosquitto_sub and mosquitto_rr clients.",Buffer Overflow
NVD:CVE-2024-10525,"In Eclipse Mosquitto, from version 1.3.2 through 2.0.18, if a malicious broker sends a crafted SUBACK packet with no reason codes, a client using libmosquitto may make out of bounds memory access when acting in its on_subscribe callback. This affects the mosquitto_sub and mosquitto_rr clients.",Eclipse Mosquitto,CWE-787,Out-of-bounds read.  Accessing memory outside of the allocated buffer.,A malicious broker sending a crafted SUBACK packet with no reason codes causes out-of-bounds memory access in the libmosquitto client's on_subscribe callback.,Out-of-bounds memory access leading to a potential crash or arbitrary code execution in the mosquitto_sub and mosquitto_rr clients.,2024-10-30T12:15:02,9.8,CRITICAL,vulners,in eclipse mosquitto from version 132 through 2018 if a malicious broker sends a crafted suback packet with no reason codes a client using libmosquitto may make out of bounds memory access when acting in its on_subscribe callback this affects the mosquitto_sub and mosquitto_rr clients,"In Eclipse Mosquitto, from version 1.3.2 through 2.0.18, if a malicious broker sends a crafted SUBACK packet with no reason codes, a client using libmosquitto may make out of bounds memory access when acting in its on_subscribe callback. This affects the mosquitto_sub and mosquitto_rr clients.",Out-of-bounds read.  Accessing memory outside of the allocated buffer.
CVE-2024-10525,"In Eclipse Mosquitto, from version 1.3.2 through 2.0.18, if a malicious broker sends a crafted SUBACK packet with no reason codes, a client using libmosquitto may make out of bounds memory access when acting in its on_subscribe callback. This affects the mosquitto_sub and mosquitto_rr clients.",Eclipse Mosquitto,CWE-126,"Buffer Overflow vulnerability, where writing data beyond the allocated buffer memory can lead to crashes, unexpected behavior, or arbitrary code execution.",A maliciously crafted SUBACK packet with no reason codes from a broker causes out-of-bounds memory access in the libmosquitto client's on_subscribe callback.,Out-of-bounds memory access leading to crashes or potential arbitrary code execution in the mosquitto_sub and mosquitto_rr clients.,2024-10-30T12:15:02,7.2,HIGH,vulners,in eclipse mosquitto from version 132 through 2018 if a malicious broker sends a crafted suback packet with no reason codes a client using libmosquitto may make out of bounds memory access when acting in its on_subscribe callback this affects the mosquitto_sub and mosquitto_rr clients,"In Eclipse Mosquitto, from version 1.3.2 through 2.0.18, if a malicious broker sends a crafted SUBACK packet with no reason codes, a client using libmosquitto may make out of bounds memory access when acting in its on_subscribe callback. This affects the mosquitto_sub and mosquitto_rr clients.","Buffer Overflow vulnerability, where writing data beyond the allocated buffer memory can lead to crashes, unexpected behavior, or arbitrary code execution."
ALPINE:CVE-2024-10525,"In Eclipse Mosquitto, from version 1.3.2 through 2.0.18, if a malicious broker sends a crafted SUBACK packet with no reason codes, a client using libmosquitto may make out of bounds memory access when acting in its on_subscribe callback. This affects the mosquitto_sub and mosquitto_rr clients.",Eclipse Mosquitto,CWE-787,Out-of-bounds Write,"A malicious broker sends a crafted SUBACK packet with no reason codes, causing out of bounds memory access in the libmosquitto client's on_subscribe callback.","Out-of-bounds memory access in the mosquitto_sub and mosquitto_rr clients, potentially leading to crashes or arbitrary code execution.",2024-10-30T12:15:02,7.2,HIGH,vulners,in eclipse mosquitto from version 132 through 2018 if a malicious broker sends a crafted suback packet with no reason codes a client using libmosquitto may make out of bounds memory access when acting in its on_subscribe callback this affects the mosquitto_sub and mosquitto_rr clients,"In Eclipse Mosquitto, from version 1.3.2 through 2.0.18, if a malicious broker sends a crafted SUBACK packet with no reason codes, a client using libmosquitto may make out of bounds memory access when acting in its on_subscribe callback. This affects the mosquitto_sub and mosquitto_rr clients.",Out-of-bounds Write
OSV:UBUNTU-CVE-2024-3935,"In Eclipse Mosquito, versions from 2.0.0 through 2.0.18, if a Mosquitto broker is configured to create an outgoing bridge connection, and that bridge connection has an incoming topic configured that makes use of topic remapping, then if the remote connection sends a crafted PUBLISH packet to the bro",Eclipse Mosquitto,CWE-20,Improper Input Validation,Improper handling of topic remapping in outgoing bridge connections allows crafted PUBLISH packets to cause unexpected behavior.,Potential for denial of service or other unspecified impacts due to unexpected behavior resulting from crafted PUBLISH packets.,2024-10-30T12:15:00,6.0,MEDIUM,vulners,in eclipse mosquito versions from 200 through 2018 if a mosquitto broker is configured to create an outgoing bridge connection and that bridge connection has an incoming topic configured that makes use of topic remapping then if the remote connection sends a crafted publish packet to the bro,"In Eclipse Mosquito, versions from 2.0.0 through 2.0.18, if a Mosquitto broker is configured to create an outgoing bridge connection, and that bridge connection has an incoming topic configured that makes use of topic remapping, then if the remote connection sends a crafted PUBLISH packet to the bro",Improper Input Validation
OSV:UBUNTU-CVE-2024-10525,"In Eclipse Mosquitto, from version 1.3.2 through 2.0.18, if a malicious broker sends a crafted SUBACK packet with no reason codes, a client using libmosquitto may make out of bounds memory access when acting in its on_subscribe callback. This affects the mosquitto_sub and mosquitto_rr clients.",Eclipse Mosquitto,CWE-787,Out-of-bounds Write,A malicious broker sending a crafted SUBACK packet with no reason codes causes an out-of-bounds memory access in the libmosquitto client's on_subscribe callback.,"Out-of-bounds memory access, potentially leading to crashes or arbitrary code execution.",2024-10-30T12:15:00,7.2,HIGH,vulners,in eclipse mosquitto from version 132 through 2018 if a malicious broker sends a crafted suback packet with no reason codes a client using libmosquitto may make out of bounds memory access when acting in its on_subscribe callback this affects the mosquitto_sub and mosquitto_rr clients,"In Eclipse Mosquitto, from version 1.3.2 through 2.0.18, if a malicious broker sends a crafted SUBACK packet with no reason codes, a client using libmosquitto may make out of bounds memory access when acting in its on_subscribe callback. This affects the mosquitto_sub and mosquitto_rr clients.",Out-of-bounds Write
CVE-2024-10964,A vulnerability classified as critical has been found in emqx neuron up to 2.10.0. Affected is the function handle_add_plugin in the library cmd.library of the file plugins/restful/plugin_handle.c. The manipulation leads to buffer overflow. It is possible to launch the attack remotely. It is recomme,EMQX,CWE-120,Buffer Overflow vulnerability.,The function handle_add_plugin in the emqx neuron library cmd.library (plugins/restful/plugin_handle.c) is vulnerable to buffer overflow due to improper input validation.,"Remote attackers can exploit this vulnerability to cause a buffer overflow, potentially leading to arbitrary code execution and system compromise.",2024-11-07T17:15:06,5.3,MEDIUM,vulners,a vulnerability classified as critical has been found in emqx neuron up to 2100 affected is the function handle_add_plugin in the library cmdlibrary of the file pluginsrestfulplugin_handlec the manipulation leads to buffer overflow it is possible to launch the attack remotely it is recomme,A vulnerability classified as critical has been found in emqx neuron up to 2.10.0. Affected is the function handle_add_plugin in the library cmd.library of the file plugins/restful/plugin_handle.c. The manipulation leads to buffer overflow. It is possible to launch the attack remotely. It is recomme,Buffer Overflow vulnerability.
NVD:CVE-2024-10965,A vulnerability classified as problematic was found in emqx neuron up to 2.10.0. Affected by this vulnerability is an unknown functionality of the file /api/v2/schema of the component JSON File Handler. The manipulation leads to information disclosure. The attack can be launched remotely. The patch ,EMQX,CWE-200,Information Leakage,Improper handling of JSON data in the /api/v2/schema endpoint of emqx neuron allows for information disclosure.,Information disclosure through remote exploitation.,2024-11-07T17:15:06,6.5,MEDIUM,vulners,a vulnerability classified as problematic was found in emqx neuron up to 2100 affected by this vulnerability is an unknown functionality of the file apiv2schema of the component json file handler the manipulation leads to information disclosure the attack can be launched remotely the patch ,A vulnerability classified as problematic was found in emqx neuron up to 2.10.0. Affected by this vulnerability is an unknown functionality of the file /api/v2/schema of the component JSON File Handler. The manipulation leads to information disclosure. The attack can be launched remotely. The patch ,Information Leakage
NVD:CVE-2024-10964,A vulnerability classified as critical has been found in emqx neuron up to 2.10.0. Affected is the function handle_add_plugin in the library cmd.library of the file plugins/restful/plugin_handle.c. The manipulation leads to buffer overflow. It is possible to launch the attack remotely. It is recomme,EMQX,CWE-121,Stack-based buffer overflow,The function handle_add_plugin in emqx neuron's cmd.library (plugins/restful/plugin_handle.c) is vulnerable to buffer overflow due to improper input validation or handling.,Remote attackers can exploit this vulnerability to cause a denial of service or potentially execute arbitrary code on the affected system.,2024-11-07T17:15:06,9.8,CRITICAL,vulners,a vulnerability classified as critical has been found in emqx neuron up to 2100 affected is the function handle_add_plugin in the library cmdlibrary of the file pluginsrestfulplugin_handlec the manipulation leads to buffer overflow it is possible to launch the attack remotely it is recomme,A vulnerability classified as critical has been found in emqx neuron up to 2.10.0. Affected is the function handle_add_plugin in the library cmd.library of the file plugins/restful/plugin_handle.c. The manipulation leads to buffer overflow. It is possible to launch the attack remotely. It is recomme,Stack-based buffer overflow
OSV:CVE-2024-10964,A vulnerability classified as critical has been found in emqx neuron up to 2.10.0. Affected is the function handle_add_plugin in the library cmd.library of the file plugins/restful/plugin_handle.c. The manipulation leads to buffer overflow. It is possible to launch the attack remotely. It is recomme,EMQX,CWE-120,"Buffer Overflow vulnerability where a program attempts to write beyond the allocated buffer size, leading to potential memory corruption and crashes or arbitrary code execution.",The function `handle_add_plugin` in `plugins/restful/plugin_handle.c` is vulnerable to a buffer overflow.,"Remote attackers can exploit this vulnerability to cause a buffer overflow, potentially leading to system crashes, denial of service, or arbitrary code execution.",2024-11-07T17:15:06,5.3,MEDIUM,vulners,a vulnerability classified as critical has been found in emqx neuron up to 2100 affected is the function handle_add_plugin in the library cmdlibrary of the file pluginsrestfulplugin_handlec the manipulation leads to buffer overflow it is possible to launch the attack remotely it is recomme,A vulnerability classified as critical has been found in emqx neuron up to 2.10.0. Affected is the function handle_add_plugin in the library cmd.library of the file plugins/restful/plugin_handle.c. The manipulation leads to buffer overflow. It is possible to launch the attack remotely. It is recomme,"Buffer Overflow vulnerability where a program attempts to write beyond the allocated buffer size, leading to potential memory corruption and crashes or arbitrary code execution."
CVE-2024-10965,A vulnerability classified as problematic was found in emqx neuron up to 2.10.0. Affected by this vulnerability is an unknown functionality of the file /api/v2/schema of the component JSON File Handler. The manipulation leads to information disclosure. The attack can be launched remotely. The patch ,EMQX,CWE-200,Information Leakage,Improper handling of JSON data in the /api/v2/schema endpoint of emqx neuron allows for information disclosure.,Information disclosure through remote manipulation of the /api/v2/schema endpoint.,2024-11-07T17:15:06,5.3,MEDIUM,vulners,a vulnerability classified as problematic was found in emqx neuron up to 2100 affected by this vulnerability is an unknown functionality of the file apiv2schema of the component json file handler the manipulation leads to information disclosure the attack can be launched remotely the patch ,A vulnerability classified as problematic was found in emqx neuron up to 2.10.0. Affected by this vulnerability is an unknown functionality of the file /api/v2/schema of the component JSON File Handler. The manipulation leads to information disclosure. The attack can be launched remotely. The patch ,Information Leakage
OSV:CVE-2024-10965,A vulnerability classified as problematic was found in emqx neuron up to 2.10.0. Affected by this vulnerability is an unknown functionality of the file /api/v2/schema of the component JSON File Handler. The manipulation leads to information disclosure. The attack can be launched remotely. The patch ,EMQX,CWE-200,Information Exposure,Improper handling of JSON data in the /api/v2/schema endpoint of emqx neuron allows for information disclosure.,Information disclosure through remote exploitation.,2024-11-07T17:15:06,5.3,MEDIUM,vulners,a vulnerability classified as problematic was found in emqx neuron up to 2100 affected by this vulnerability is an unknown functionality of the file apiv2schema of the component json file handler the manipulation leads to information disclosure the attack can be launched remotely the patch ,A vulnerability classified as problematic was found in emqx neuron up to 2.10.0. Affected by this vulnerability is an unknown functionality of the file /api/v2/schema of the component JSON File Handler. The manipulation leads to information disclosure. The attack can be launched remotely. The patch ,Information Exposure
VULNRICHMENT:CVE-2024-10965,A vulnerability classified as problematic was found in emqx neuron up to 2.10.0. Affected by this vulnerability is an unknown functionality of the file /api/v2/schema of the component JSON File Handler. The manipulation leads to information disclosure. The attack can be launched remotely. The patch ,EMQX,CWE-200,Information Leakage,Improper handling of JSON data in the /api/v2/schema endpoint allows for information disclosure.,Information disclosure,2024-11-07T17:00:12,5.3,MEDIUM,vulners,a vulnerability classified as problematic was found in emqx neuron up to 2100 affected by this vulnerability is an unknown functionality of the file apiv2schema of the component json file handler the manipulation leads to information disclosure the attack can be launched remotely the patch ,A vulnerability classified as problematic was found in emqx neuron up to 2.10.0. Affected by this vulnerability is an unknown functionality of the file /api/v2/schema of the component JSON File Handler. The manipulation leads to information disclosure. The attack can be launched remotely. The patch ,Information Leakage
CVELIST:CVE-2024-10965,A vulnerability classified as problematic was found in emqx neuron up to 2.10.0. Affected by this vulnerability is an unknown functionality of the file /api/v2/schema of the component JSON File Handler. The manipulation leads to information disclosure. The attack can be launched remotely. The patch ,EMQX,CWE-200,Information Leakage,Improper handling of JSON data in the /api/v2/schema endpoint of emqx neuron allows for information disclosure.,Information disclosure through remote manipulation of the /api/v2/schema endpoint.,2024-11-07T17:00:12,5.3,MEDIUM,vulners,a vulnerability classified as problematic was found in emqx neuron up to 2100 affected by this vulnerability is an unknown functionality of the file apiv2schema of the component json file handler the manipulation leads to information disclosure the attack can be launched remotely the patch ,A vulnerability classified as problematic was found in emqx neuron up to 2.10.0. Affected by this vulnerability is an unknown functionality of the file /api/v2/schema of the component JSON File Handler. The manipulation leads to information disclosure. The attack can be launched remotely. The patch ,Information Leakage
VULNRICHMENT:CVE-2024-10964,A vulnerability classified as critical has been found in emqx neuron up to 2.10.0. Affected is the function handle_add_plugin in the library cmd.library of the file plugins/restful/plugin_handle.c. The manipulation leads to buffer overflow. It is possible to launch the attack remotely. It is recomme,EMQX,CWE-120,Buffer Overflow vulnerability which occurs when a program attempts to write data beyond the allocated buffer boundary.,The handle_add_plugin function in the emqx neuron library's cmd.library (plugins/restful/plugin_handle.c) is vulnerable to buffer overflow.,"Remotely exploitable buffer overflow, leading to potential arbitrary code execution.",2024-11-07T17:00:09,5.3,MEDIUM,vulners,a vulnerability classified as critical has been found in emqx neuron up to 2100 affected is the function handle_add_plugin in the library cmdlibrary of the file pluginsrestfulplugin_handlec the manipulation leads to buffer overflow it is possible to launch the attack remotely it is recomme,A vulnerability classified as critical has been found in emqx neuron up to 2.10.0. Affected is the function handle_add_plugin in the library cmd.library of the file plugins/restful/plugin_handle.c. The manipulation leads to buffer overflow. It is possible to launch the attack remotely. It is recomme,Buffer Overflow vulnerability which occurs when a program attempts to write data beyond the allocated buffer boundary.
