id,description,vendor,cwe_category,cwe_explanation,cause,impact,published,cvss_score,severity,source,description_without_punct,description_normalized,explanation
CVE-2020-25757,"A lack of input validation and access controls in Lua CGIs on D-Link DSR VPN routers may result in arbitrary input being passed to system command APIs, resulting in arbitrary command execution with root privileges. This affects DSR-150, DSR-250, DSR-500, and DSR-1000AC with firmware 3.14 and 3.17.",DSR,CWE-78,Improper Neutralization of Special Characters in Command ('Command Injection'),Lack of input validation and access controls in Lua CGIs allows arbitrary input to be passed to system command APIs.,Arbitrary command execution with root privileges.,2020-12-15T20:15:16.183,8.8,HIGH,nvd,a lack of input validation and access controls in lua cgis on dlink dsr vpn routers may result in arbitrary input being passed to system command apis resulting in arbitrary command execution with root privileges this affects dsr150 dsr250 dsr500 and dsr1000ac with firmware 314 and 317,"A lack of input validation and access controls in Lua CGIs on D-Link DSR VPN routers may result in arbitrary input being passed to system command APIs, resulting in arbitrary command execution with root privileges. This affects DSR-150, DSR-250, DSR-500, and DSR-1000AC with firmware 3.14 and 3.17.",Improper Neutralization of Special Characters in Command ('Command Injection')
CVE-2020-25758,"An issue was discovered on D-Link DSR-250 3.17 devices. Insufficient validation of configuration file checksums could allow a remote, authenticated attacker to inject arbitrary crontab entries into saved configurations before uploading. These entries are executed as root.",DSR,CWE-20,Improper Input Validation,Insufficient validation of configuration file checksums allows an attacker to inject arbitrary crontab entries.,"Remote, authenticated attacker can inject arbitrary crontab entries, which are executed as root, allowing for arbitrary code execution.",2020-12-15T20:15:16.243,8.8,HIGH,nvd,an issue was discovered on dlink dsr250 317 devices insufficient validation of configuration file checksums could allow a remote authenticated attacker to inject arbitrary crontab entries into saved configurations before uploading these entries are executed as root,"An issue was discovered on D-Link DSR-250 3.17 devices. Insufficient validation of configuration file checksums could allow a remote, authenticated attacker to inject arbitrary crontab entries into saved configurations before uploading. These entries are executed as root.",Improper Input Validation
CVE-2020-25759,"An issue was discovered on D-Link DSR-250 3.17 devices. Certain functionality in the Unified Services Router web interface could allow an authenticated attacker to execute arbitrary commands, due to a lack of validation of inputs provided in multipart HTTP POST requests.",DSR,CWE-74,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Lack of validation of inputs provided in multipart HTTP POST requests to the Unified Services Router web interface.,Authenticated attacker could execute arbitrary commands.,2020-12-15T20:15:16.307,8.8,HIGH,nvd,an issue was discovered on dlink dsr250 317 devices certain functionality in the unified services router web interface could allow an authenticated attacker to execute arbitrary commands due to a lack of validation of inputs provided in multipart http post requests,"An issue was discovered on D-Link DSR-250 3.17 devices. Certain functionality in the Unified Services Router web interface could allow an authenticated attacker to execute arbitrary commands, due to a lack of validation of inputs provided in multipart HTTP POST requests.",Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2020-18568,"The D-Link DSR-250 (3.14) DSR-1000N (2.11B201) UPnP service contains a command injection vulnerability, which can cause remote command execution.",DSR,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('Command Injection'),The D-Link DSR-250 and DSR-1000N UPnP service does not properly sanitize user-supplied input before using it in an OS command.,"Remote command execution, allowing an attacker to execute arbitrary commands on the affected devices.",2021-02-02T14:15:11.327,9.8,CRITICAL,nvd,the dlink dsr250 314 dsr1000n 211b201 upnp service contains a command injection vulnerability which can cause remote command execution,"The D-Link DSR-250 (3.14) DSR-1000N (2.11B201) UPnP service contains a command injection vulnerability, which can cause remote command execution.",Improper Neutralization of Special Elements used in an OS Command ('Command Injection')
CVE-2021-39615,"D-Link DSR-500N version 1.02 contains hard-coded credentials for undocumented user accounts in the '/etc/passwd' file.If an attacker succeeds in recovering the cleartext password of the identified hash value, he will be able to log in via SSH or Telnet and thus gain access to the underlying embedded",DSR,CWE-798,Use of Hard-coded Credentials,Hard-coded credentials for undocumented user accounts in the '/etc/passwd' file.,An attacker can gain access to the device via SSH or Telnet and gain control of the underlying embedded system.,2021-08-23T22:15:28.937,9.8,CRITICAL,nvd,dlink dsr500n version 102 contains hardcoded credentials for undocumented user accounts in the etcpasswd fileif an attacker succeeds in recovering the cleartext password of the identified hash value he will be able to log in via ssh or telnet and thus gain access to the underlying embedded,"D-Link DSR-500N version 1.02 contains hard-coded credentials for undocumented user accounts in the '/etc/passwd' file.If an attacker succeeds in recovering the cleartext password of the identified hash value, he will be able to log in via SSH or Telnet and thus gain access to the underlying embedded",Use of Hard-coded Credentials
CVE-2024-34923,"In Avocent DSR2030 Appliance firmware 03.04.00.07 before 03.07.01.23, and SVIP1020 Appliance firmware 01.06.00.03 before 01.07.00.00, there is reflected cross-site scripting (XSS).",DSR,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Reflected cross-site scripting vulnerability in Avocent DSR2030 and SVIP1020 appliance firmware versions prior to 03.07.01.23 and 01.07.00.00 respectively.,"Attackers could inject malicious scripts into web pages, potentially stealing user credentials, session cookies, or other sensitive information, or redirecting users to malicious websites.",2024-05-27T20:15:09.060,6.1,MEDIUM,nvd,in avocent dsr2030 appliance firmware 03040007 before 03070123 and svip1020 appliance firmware 01060003 before 01070000 there is reflected crosssite scripting xss,"In Avocent DSR2030 Appliance firmware 03.04.00.07 before 03.07.01.23, and SVIP1020 Appliance firmware 01.06.00.03 before 01.07.00.00, there is reflected cross-site scripting (XSS).",Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2024-57376,"Buffer Overflow vulnerability in D-Link DSR-150, DSR-150N, DSR-250, DSR-250N, DSR-500N, DSR-1000N from 3.13 to 3.17B901C allows unauthenticated users to execute remote code execution.",DSR,CWE-120,Classic buffer overflow vulnerability where writing data beyond the allocated buffer boundary leads to memory corruption.,A buffer overflow vulnerability in the D-Link routers' firmware allows unauthenticated remote code execution.,Remote code execution allows attackers to gain complete control of the affected devices.,2025-01-28T22:15:15.990,8.8,HIGH,nvd,buffer overflow vulnerability in dlink dsr150 dsr150n dsr250 dsr250n dsr500n dsr1000n from 313 to 317b901c allows unauthenticated users to execute remote code execution,"Buffer Overflow vulnerability in D-Link DSR-150, DSR-150N, DSR-250, DSR-250N, DSR-500N, DSR-1000N from 3.13 to 3.17B901C allows unauthenticated users to execute remote code execution.",Classic buffer overflow vulnerability where writing data beyond the allocated buffer boundary leads to memory corruption.
CVE-2010-4412,"Multiple cross-site scripting (XSS) vulnerabilities in pfSense 2 beta 4 allow remote attackers to inject arbitrary web script or HTML via (1) the id parameter in an olsrd.xml action to pkg_edit.php, (2) the xml parameter to pkg.php, or the if parameter to (3) status_graph.php or (4) interfaces.php, ",OLSR,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Lack of proper sanitization or escaping of user-supplied input in the 'id', 'xml', and 'if' parameters of various PHP scripts (pkg_edit.php, pkg.php, status_graph.php, interfaces.php).","Remote attackers can inject arbitrary web script or HTML code, potentially leading to session hijacking, data theft, website defacement, or other attacks against users visiting the affected pfSense web interface.",2010-12-07T13:53:30.070,,,nvd,multiple crosssite scripting xss vulnerabilities in pfsense 2 beta 4 allow remote attackers to inject arbitrary web script or html via 1 the id parameter in an olsrdxml action to pkg_editphp 2 the xml parameter to pkgphp or the if parameter to 3 status_graphphp or 4 interfacesphp,"Multiple cross-site scripting (XSS) vulnerabilities in pfSense 2 beta 4 allow remote attackers to inject arbitrary web script or HTML via (1) the id parameter in an olsrd.xml action to pkg_edit.php, (2) the xml parameter to pkg.php, or the if parameter to (3) status_graph.php or (4) interfaces.php, ",Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2014-8767,"Integer underflow in the olsr_print function in tcpdump 3.9.6 through 4.6.2, when in verbose mode, allows remote attackers to cause a denial of service (crash) via a crafted length value in an OLSR frame.",OLSR,CWE-190,"Integer overflow or wraparound vulnerability.  In this case, an integer underflow occurs, leading to unexpected behavior.",An integer underflow in the olsr_print function when processing a crafted length value in an OLSR frame.,Denial of service (crash),2014-11-20T17:50:04.723,,,nvd,integer underflow in the olsr_print function in tcpdump 396 through 462 when in verbose mode allows remote attackers to cause a denial of service crash via a crafted length value in an olsr frame,"Integer underflow in the olsr_print function in tcpdump 3.9.6 through 4.6.2, when in verbose mode, allows remote attackers to cause a denial of service (crash) via a crafted length value in an OLSR frame.","Integer overflow or wraparound vulnerability.  In this case, an integer underflow occurs, leading to unexpected behavior."
CVE-2017-13688,The OLSR parser in tcpdump before 4.9.2 has a buffer over-read in print-olsr.c:olsr_print().,OLSR,CWE-125,Out-of-bounds Read,A buffer over-read in the OLSR parser within the `print-olsr.c:olsr_print()` function.,Potentially arbitrary code execution or data corruption depending on the context of the buffer read.,2017-09-14T06:29:03.340,,,nvd,the olsr parser in tcpdump before 492 has a buffer overread in printolsrcolsr_print,The OLSR parser in tcpdump before 4.9.2 has a buffer over-read in print-olsr.c:olsr_print().,Out-of-bounds Read
CVE-2002-1594,"Buffer overflow in (1) grpck and (2) pwck, if installed setuid on a system as recommended in some AIX documentation, may allow local users to gain privileges via a long command line argument.",GRP,CWE-120,Buffer Overflow,Lack of input validation in grpck and pwck when executed with setuid privileges allows a long command-line argument to overflow a buffer.,"Local privilege escalation, allowing an attacker to gain elevated privileges on the system.",2002-01-02T05:00:00.000,,,nvd,buffer overflow in 1 grpck and 2 pwck if installed setuid on a system as recommended in some aix documentation may allow local users to gain privileges via a long command line argument,"Buffer overflow in (1) grpck and (2) pwck, if installed setuid on a system as recommended in some AIX documentation, may allow local users to gain privileges via a long command line argument.",Buffer Overflow
CVE-2004-0572,"Buffer overflow in the Windows Program Group Converter (grpconv.exe) may allow remote attackers to execute arbitrary code via a shell: URL with a long filename and a .grp extension, which is not properly handled when the shell capability launches grpconv.exe.",GRP,CWE-120,"Buffer Overflow.  Improper handling of buffer boundaries can lead to writing data beyond allocated memory, potentially overwriting adjacent data structures or even overwriting return addresses, leading to arbitrary code execution.","The Windows Program Group Converter (grpconv.exe) does not properly handle long filenames with a .grp extension in shell: URLs, leading to a buffer overflow.",Remote attackers can execute arbitrary code on the affected system.,2004-11-03T05:00:00.000,,,nvd,buffer overflow in the windows program group converter grpconvexe may allow remote attackers to execute arbitrary code via a shell url with a long filename and a grp extension which is not properly handled when the shell capability launches grpconvexe,"Buffer overflow in the Windows Program Group Converter (grpconv.exe) may allow remote attackers to execute arbitrary code via a shell: URL with a long filename and a .grp extension, which is not properly handled when the shell capability launches grpconv.exe.","Buffer Overflow.  Improper handling of buffer boundaries can lead to writing data beyond allocated memory, potentially overwriting adjacent data structures or even overwriting return addresses, leading to arbitrary code execution."
CVE-2005-2620,"grpWise.exe for Novell GroupWise client 5.5 through 6.5.2 stores the password in plaintext in memory, which allows attackers to obtain the password using a debugger or another mechanism to read process memory.",GRP,CWE-259,Hardcoded Password,The grpWise.exe application stores the password in plaintext in memory.,Attackers can obtain the password using a debugger or other memory reading techniques.,2005-08-17T04:00:00.000,,,nvd,grpwiseexe for novell groupwise client 55 through 652 stores the password in plaintext in memory which allows attackers to obtain the password using a debugger or another mechanism to read process memory,"grpWise.exe for Novell GroupWise client 5.5 through 6.5.2 stores the password in plaintext in memory, which allows attackers to obtain the password using a debugger or another mechanism to read process memory.",Hardcoded Password
CVE-2005-4035,"Multiple SQL injection vulnerabilities in Web4Future eCommerce Enterprise Edition 2.1 and earlier allow remote attackers to execute arbitrary SQL commands via the (1) prod, and (2) brid parameters to (a) view.php; the (3) the bid parameter to (b) viewbrands.php; and the (4) grp and (5) cat parameter",GRP,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),"Lack of proper sanitization and validation of user-supplied input parameters ('prod', 'brid', 'bid', 'grp', 'cat') in the 'view.php' and 'viewbrands.php' scripts.","Remote attackers can execute arbitrary SQL commands, potentially leading to data breaches, data modification, denial of service, and complete server compromise.",2005-12-06T11:03:00.000,,,nvd,multiple sql injection vulnerabilities in web4future ecommerce enterprise edition 21 and earlier allow remote attackers to execute arbitrary sql commands via the 1 prod and 2 brid parameters to a viewphp the 3 the bid parameter to b viewbrandsphp and the 4 grp and 5 cat parameter,"Multiple SQL injection vulnerabilities in Web4Future eCommerce Enterprise Edition 2.1 and earlier allow remote attackers to execute arbitrary SQL commands via the (1) prod, and (2) brid parameters to (a) view.php; the (3) the bid parameter to (b) viewbrands.php; and the (4) grp and (5) cat parameter",Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
CVE-2006-3346,SQL injection vulnerability in tree.php in MyNewsGroups 0.6 allows remote attackers to execute arbitrary SQL commands via the grp_id parameter.,GRP,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Lack of proper sanitization or validation of the grp_id parameter in the tree.php script.,"Remote attackers can execute arbitrary SQL commands, potentially leading to data breaches, data modification, denial of service, or complete server compromise.",2006-07-03T19:05:00.000,,,nvd,sql injection vulnerability in treephp in mynewsgroups 06 allows remote attackers to execute arbitrary sql commands via the grp_id parameter,SQL injection vulnerability in tree.php in MyNewsGroups 0.6 allows remote attackers to execute arbitrary SQL commands via the grp_id parameter.,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
CVE-2009-1732,Cross-site scripting (XSS) vulnerability in admin/usermanager in IPplan 4.91a allows remote attackers to inject arbitrary web script or HTML via the grp parameter.,GRP,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Lack of proper sanitization or escaping of the 'grp' parameter in the 'admin/usermanager' functionality of IPplan 4.91a.,"Remote attackers can inject arbitrary web script or HTML, potentially leading to session hijacking, data theft, or website defacement.",2009-05-20T19:30:00.187,,,nvd,crosssite scripting xss vulnerability in adminusermanager in ipplan 491a allows remote attackers to inject arbitrary web script or html via the grp parameter,Cross-site scripting (XSS) vulnerability in admin/usermanager in IPplan 4.91a allows remote attackers to inject arbitrary web script or HTML via the grp parameter.,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2009-4155,"Multiple SQL injection vulnerabilities in Eshopbuilde CMS allow remote attackers to execute arbitrary SQL commands via the sitebid parameter to (1) home-f.asp and (2) opinions-f.asp; (3) sitebid, (4) id, (5) secText, (6) client-ip, and (7) G_id parameters to more-f.asp; (8) sitebid, (9) id, (10) ma_",GRP,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),"Lack of proper input sanitization and validation of parameters (sitebid, id, secText, client-ip, G_id) in multiple ASP files (home-f.asp, opinions-f.asp, more-f.asp).  Attackers can inject malicious SQL code through these parameters.","Remote attackers can execute arbitrary SQL commands, potentially leading to data breaches, data modification, server compromise, and denial of service.",2009-12-02T17:30:00.377,,,nvd,multiple sql injection vulnerabilities in eshopbuilde cms allow remote attackers to execute arbitrary sql commands via the sitebid parameter to 1 homefasp and 2 opinionsfasp 3 sitebid 4 id 5 sectext 6 clientip and 7 g_id parameters to morefasp 8 sitebid 9 id 10 ma_,"Multiple SQL injection vulnerabilities in Eshopbuilde CMS allow remote attackers to execute arbitrary SQL commands via the sitebid parameter to (1) home-f.asp and (2) opinions-f.asp; (3) sitebid, (4) id, (5) secText, (6) client-ip, and (7) G_id parameters to more-f.asp; (8) sitebid, (9) id, (10) ma_",Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
CVE-2010-0456,SQL injection vulnerability in the indianpulse Game Server (com_gameserver) component 1.2 for Joomla! allows remote attackers to execute arbitrary SQL commands via the grp parameter in a gameserver action to index.php.,GRP,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Lack of proper sanitization of the 'grp' parameter in the 'gameserver' action to 'index.php' allows attackers to inject arbitrary SQL commands.,"Remote attackers can execute arbitrary SQL commands, potentially leading to data breaches, data modification, denial of service, or complete server compromise.",2010-01-28T20:30:01.650,,,nvd,sql injection vulnerability in the indianpulse game server com_gameserver component 12 for joomla allows remote attackers to execute arbitrary sql commands via the grp parameter in a gameserver action to indexphp,SQL injection vulnerability in the indianpulse Game Server (com_gameserver) component 1.2 for Joomla! allows remote attackers to execute arbitrary SQL commands via the grp parameter in a gameserver action to index.php.,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
CVE-2010-4989,SQL injection vulnerability in main.asp in Ziggurat Farsi CMS allows remote attackers to execute arbitrary SQL commands via the grp parameter.,GRP,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),"Lack of proper sanitization or validation of the 'grp' parameter in the main.asp file, allowing malicious SQL commands to be injected.","Remote attackers can execute arbitrary SQL commands, potentially leading to data breaches, data modification, denial of service, or complete server compromise.",2011-11-01T22:55:05.290,,,nvd,sql injection vulnerability in mainasp in ziggurat farsi cms allows remote attackers to execute arbitrary sql commands via the grp parameter,SQL injection vulnerability in main.asp in Ziggurat Farsi CMS allows remote attackers to execute arbitrary SQL commands via the grp parameter.,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
CVE-2017-6599,"A vulnerability in Google-defined remote procedure call (gRPC) handling in Cisco IOS XR Software could allow an unauthenticated, remote attacker to cause the Event Management Service daemon (emsd) to crash due to a system memory leak, resulting in a denial of service (DoS) condition. This vulnerabil",GRP,CWE-400,Uncontrolled Resource Consumption,"A vulnerability in Google-defined remote procedure call (gRPC) handling in Cisco IOS XR Software allows an unauthenticated, remote attacker to cause a system memory leak in the Event Management Service daemon (emsd).",Denial of service (DoS) condition due to emsd crashing.,2017-04-07T17:59:00.607,,,nvd,a vulnerability in googledefined remote procedure call grpc handling in cisco ios xr software could allow an unauthenticated remote attacker to cause the event management service daemon emsd to crash due to a system memory leak resulting in a denial of service dos condition this vulnerabil,"A vulnerability in Google-defined remote procedure call (gRPC) handling in Cisco IOS XR Software could allow an unauthenticated, remote attacker to cause the Event Management Service daemon (emsd) to crash due to a system memory leak, resulting in a denial of service (DoS) condition. This vulnerabil",Uncontrolled Resource Consumption
CVE-2017-7860,Google gRPC before 2017-02-22 has an out-of-bounds write caused by a heap-based buffer overflow related to the parse_unix function in core/ext/client_channel/parse_address.c.,GRP,CWE-787,"Out-of-bounds write vulnerability, where data is written beyond the allocated memory buffer.",A heap-based buffer overflow in the `parse_unix` function within `core/ext/client_channel/parse_address.c` of gRPC versions before 2017-02-22.,Potential for arbitrary code execution or other system compromise due to overwritten memory.,2017-04-14T04:59:00.383,,,nvd,google grpc before 20170222 has an outofbounds write caused by a heapbased buffer overflow related to the parse_unix function in coreextclient_channelparse_addressc,Google gRPC before 2017-02-22 has an out-of-bounds write caused by a heap-based buffer overflow related to the parse_unix function in core/ext/client_channel/parse_address.c.,"Out-of-bounds write vulnerability, where data is written beyond the allocated memory buffer."
