id,description,vendor,cwe_category,cwe_explanation,cause,impact,published,cvss_score,severity,source,description_without_punct,description_normalized,explanation
CVE-2010-4576,"browser/worker_host/message_port_dispatcher.cc in Google Chrome before 8.0.552.224 and Chrome OS before 8.0.552.343 does not properly handle certain postMessage calls, which allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via crafted JavaScript c",Google Chrome Browser,CWE-476,Null pointer dereference,Improper handling of postMessage calls in message_port_dispatcher.cc,Denial of service (NULL pointer dereference and application crash),2010-12-22T01:00:03.110,,,nvd,browserworker_hostmessage_port_dispatchercc in google chrome before 80552224 and chrome os before 80552343 does not properly handle certain postmessage calls which allows remote attackers to cause a denial of service null pointer dereference and application crash via crafted javascript c,"browser/worker_host/message_port_dispatcher.cc in Google Chrome before 8.0.552.224 and Chrome OS before 8.0.552.343 does not properly handle certain postMessage calls, which allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via crafted JavaScript c",Null pointer dereference
CVE-2011-2358,"Google Chrome before 13.0.782.107 does not ensure that extension installations are confirmed by a browser dialog, which makes it easier for remote attackers to modify the product's functionality via a Trojan horse extension.",Google Chrome Browser,CWE-20,Improper Input Validation,Google Chrome before version 13.0.782.107 lacked a browser dialog to confirm extension installations.,Remote attackers could install malicious extensions ('Trojan horse extension') to modify Chrome's functionality.,2011-08-03T00:55:01.190,,,nvd,google chrome before 130782107 does not ensure that extension installations are confirmed by a browser dialog which makes it easier for remote attackers to modify the products functionality via a trojan horse extension,"Google Chrome before 13.0.782.107 does not ensure that extension installations are confirmed by a browser dialog, which makes it easier for remote attackers to modify the product's functionality via a Trojan horse extension.",Improper Input Validation
CVE-2011-2783,"Google Chrome before 13.0.782.107 does not ensure that developer-mode NPAPI extension installations are confirmed by a browser dialog, which makes it easier for remote attackers to modify the product's functionality via a Trojan horse extension.",Google Chrome Browser,CWE-20,Improper Input Validation,Google Chrome before 13.0.782.107 did not require confirmation dialogs for developer-mode NPAPI extension installations.,"Remote attackers could install Trojan horse extensions, modifying Chrome's functionality.",2011-08-03T00:55:01.737,,,nvd,google chrome before 130782107 does not ensure that developermode npapi extension installations are confirmed by a browser dialog which makes it easier for remote attackers to modify the products functionality via a trojan horse extension,"Google Chrome before 13.0.782.107 does not ensure that developer-mode NPAPI extension installations are confirmed by a browser dialog, which makes it easier for remote attackers to modify the product's functionality via a Trojan horse extension.",Improper Input Validation
CVE-2011-4691,"Google Chrome 15.0.874.121 and earlier does not prevent capture of data about the times of Same Origin Policy violations during IFRAME loading attempts, which makes it easier for remote attackers to determine whether a document exists in the browser cache via crafted JavaScript code.",Google Chrome Browser,CWE-200,Information Exposure,Google Chrome versions 15.0.874.121 and earlier did not prevent the capture of data about the timing of Same Origin Policy violations during IFRAME loading attempts.,Remote attackers can determine whether a document exists in the browser cache via crafted JavaScript code.,2011-12-07T19:55:03.157,,,nvd,google chrome 150874121 and earlier does not prevent capture of data about the times of same origin policy violations during iframe loading attempts which makes it easier for remote attackers to determine whether a document exists in the browser cache via crafted javascript code,"Google Chrome 15.0.874.121 and earlier does not prevent capture of data about the times of Same Origin Policy violations during IFRAME loading attempts, which makes it easier for remote attackers to determine whether a document exists in the browser cache via crafted JavaScript code.",Information Exposure
CVE-2011-4692,"WebKit, as used in Apple Safari 5.1.1 and earlier and Google Chrome 15 and earlier, does not prevent capture of data about the time required for image loading, which makes it easier for remote attackers to determine whether an image exists in the browser cache via crafted JavaScript code, as demonst",Google Chrome Browser,CWE-200,Information Leakage,WebKit's failure to prevent the capture of image loading time data.,"Remote attackers can determine if an image exists in the browser cache via crafted JavaScript, potentially revealing sensitive information about user browsing habits.",2011-12-07T19:55:03.267,,,nvd,webkit as used in apple safari 511 and earlier and google chrome 15 and earlier does not prevent capture of data about the time required for image loading which makes it easier for remote attackers to determine whether an image exists in the browser cache via crafted javascript code as demonst,"WebKit, as used in Apple Safari 5.1.1 and earlier and Google Chrome 15 and earlier, does not prevent capture of data about the time required for image loading, which makes it easier for remote attackers to determine whether an image exists in the browser cache via crafted JavaScript code, as demonst",Information Leakage
CVE-2011-3055,"The browser native UI in Google Chrome before 17.0.963.83 does not require user confirmation before an unpacked extension installation, which allows user-assisted remote attackers to have an unspecified impact via a crafted extension.",Google Chrome Browser,CWE-20,Improper Input Validation,The browser's native UI lacked user confirmation before installing unpacked extensions.,User-assisted remote attackers could install crafted extensions with unspecified impact.,2012-03-22T16:55:01.457,,,nvd,the browser native ui in google chrome before 17096383 does not require user confirmation before an unpacked extension installation which allows userassisted remote attackers to have an unspecified impact via a crafted extension,"The browser native UI in Google Chrome before 17.0.963.83 does not require user confirmation before an unpacked extension installation, which allows user-assisted remote attackers to have an unspecified impact via a crafted extension.",Improper Input Validation
CVE-2011-3083,"browser/profiles/profile_impl_io_data.cc in Google Chrome before 19.0.1084.46 does not properly handle a malformed ftp URL in the SRC attribute of a VIDEO element, which allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted web page.",Google Chrome Browser,CWE-476,NULL pointer dereference,Improper handling of a malformed FTP URL in the SRC attribute of a VIDEO element.,Denial of service (NULL pointer dereference and application crash),2012-05-16T00:55:01.247,,,nvd,browserprofilesprofile_impl_io_datacc in google chrome before 190108446 does not properly handle a malformed ftp url in the src attribute of a video element which allows remote attackers to cause a denial of service null pointer dereference and application crash via a crafted web page,"browser/profiles/profile_impl_io_data.cc in Google Chrome before 19.0.1084.46 does not properly handle a malformed ftp URL in the SRC attribute of a VIDEO element, which allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted web page.",NULL pointer dereference
CVE-2011-3108,Use-after-free vulnerability in Google Chrome before 19.0.1084.52 allows remote attackers to execute arbitrary code via vectors related to the browser cache.,Google Chrome Browser,CWE-416,Use After Free,Improper handling of memory in the browser cache.,Remote attackers can execute arbitrary code.,2012-05-24T18:55:01.213,,,nvd,useafterfree vulnerability in google chrome before 190108452 allows remote attackers to execute arbitrary code via vectors related to the browser cache,Use-after-free vulnerability in Google Chrome before 19.0.1084.52 allows remote attackers to execute arbitrary code via vectors related to the browser cache.,Use After Free
CVE-2011-1398,"The sapi_header_op function in main/SAPI.c in PHP before 5.3.11 and 5.4.x before 5.4.0RC2 does not check for %0D sequences (aka carriage return characters), which allows remote attackers to bypass an HTTP response-splitting protection mechanism via a crafted URL, related to improper interaction betw",Google Chrome Browser,CWE-117,Improper Output Neutralization for Logs,"The sapi_header_op function in PHP did not check for %0D sequences (carriage return characters), allowing attackers to bypass HTTP response-splitting protection.","Remote attackers can bypass HTTP response-splitting protection via a crafted URL, potentially leading to HTTP response splitting attacks such as session hijacking or cross-site scripting (XSS).",2012-08-30T22:55:02.497,,,nvd,the sapi_header_op function in mainsapic in php before 5311 and 54x before 540rc2 does not check for 0d sequences aka carriage return characters which allows remote attackers to bypass an http responsesplitting protection mechanism via a crafted url related to improper interaction betw,"The sapi_header_op function in main/SAPI.c in PHP before 5.3.11 and 5.4.x before 5.4.0RC2 does not check for %0D sequences (aka carriage return characters), which allows remote attackers to bypass an HTTP response-splitting protection mechanism via a crafted URL, related to improper interaction betw",Improper Output Neutralization for Logs
CVE-2012-4388,"The sapi_header_op function in main/SAPI.c in PHP 5.4.0RC2 through 5.4.0 does not properly determine a pointer during checks for %0D sequences (aka carriage return characters), which allows remote attackers to bypass an HTTP response-splitting protection mechanism via a crafted URL, related to impro",Google Chrome Browser,CWE-20,Improper Input Validation,The sapi_header_op function in PHP does not properly determine a pointer during checks for %0D sequences (carriage return characters).,Remote attackers can bypass an HTTP response-splitting protection mechanism via a crafted URL.,2012-09-07T22:55:02.883,,,nvd,the sapi_header_op function in mainsapic in php 540rc2 through 540 does not properly determine a pointer during checks for 0d sequences aka carriage return characters which allows remote attackers to bypass an http responsesplitting protection mechanism via a crafted url related to impro,"The sapi_header_op function in main/SAPI.c in PHP 5.4.0RC2 through 5.4.0 does not properly determine a pointer during checks for %0D sequences (aka carriage return characters), which allows remote attackers to bypass an HTTP response-splitting protection mechanism via a crafted URL, related to impro",Improper Input Validation
CVE-2013-0903,Use-after-free vulnerability in Google Chrome before 25.0.1364.152 allows remote attackers to cause a denial of service or possibly have unspecified other impact via vectors related to the handling of browser navigation.,Google Chrome Browser,CWE-416,Use After Free,"Improper handling of browser navigation, leading to memory being used after it has been freed.",Denial of service or unspecified other impact.,2013-03-05T21:55:11.277,,,nvd,useafterfree vulnerability in google chrome before 2501364152 allows remote attackers to cause a denial of service or possibly have unspecified other impact via vectors related to the handling of browser navigation,Use-after-free vulnerability in Google Chrome before 25.0.1364.152 allows remote attackers to cause a denial of service or possibly have unspecified other impact via vectors related to the handling of browser navigation.,Use After Free
CVE-2013-0910,"Google Chrome before 25.0.1364.152 does not properly manage the interaction between the browser process and renderer processes during authorization of the loading of a plug-in, which makes it easier for remote attackers to bypass intended access restrictions via vectors involving a blocked plug-in.",Google Chrome Browser,CWE-264,"Permissions, privileges, and access rights are not properly managed.",Improper management of interaction between the browser process and renderer processes during plug-in authorization.,Remote attackers can bypass access restrictions and potentially execute malicious code via vectors involving a blocked plug-in.,2013-03-05T21:55:23.690,,,nvd,google chrome before 2501364152 does not properly manage the interaction between the browser process and renderer processes during authorization of the loading of a plugin which makes it easier for remote attackers to bypass intended access restrictions via vectors involving a blocked plugin,"Google Chrome before 25.0.1364.152 does not properly manage the interaction between the browser process and renderer processes during authorization of the loading of a plug-in, which makes it easier for remote attackers to bypass intended access restrictions via vectors involving a blocked plug-in.","Permissions, privileges, and access rights are not properly managed."
CVE-2013-2876,"browser/extensions/api/tabs/tabs_api.cc in Google Chrome before 28.0.1500.71 does not properly enforce restrictions on the capture of screenshots by extensions, which allows remote attackers to obtain sensitive information about the content of a previous page via vectors involving an interstitial pa",Google Chrome Browser,CWE-200,Information Exposure,Improper enforcement of restrictions on screenshot capture by extensions in Google Chrome.,Remote attackers can obtain sensitive information about the content of a previous page.,2013-07-10T10:55:02.170,,,nvd,browserextensionsapitabstabs_apicc in google chrome before 280150071 does not properly enforce restrictions on the capture of screenshots by extensions which allows remote attackers to obtain sensitive information about the content of a previous page via vectors involving an interstitial pa,"browser/extensions/api/tabs/tabs_api.cc in Google Chrome before 28.0.1500.71 does not properly enforce restrictions on the capture of screenshots by extensions, which allows remote attackers to obtain sensitive information about the content of a previous page via vectors involving an interstitial pa",Information Exposure
CVE-2013-2914,Use-after-free vulnerability in the color-chooser dialog in Google Chrome before 30.0.1599.66 on Windows allows remote attackers to cause a denial of service or possibly have unspecified other impact via vectors related to color_chooser_dialog.cc and color_chooser_win.cc in browser/ui/views/.,Google Chrome Browser,CWE-416,Use After Free,A use-after-free vulnerability in the color-chooser dialog due to issues in color_chooser_dialog.cc and color_chooser_win.cc.,Denial of service or unspecified other impact.,2013-10-02T10:35:35.167,,,nvd,useafterfree vulnerability in the colorchooser dialog in google chrome before 300159966 on windows allows remote attackers to cause a denial of service or possibly have unspecified other impact via vectors related to color_chooser_dialogcc and color_chooser_wincc in browseruiviews,Use-after-free vulnerability in the color-chooser dialog in Google Chrome before 30.0.1599.66 on Windows allows remote attackers to cause a denial of service or possibly have unspecified other impact via vectors related to color_chooser_dialog.cc and color_chooser_win.cc in browser/ui/views/.,Use After Free
CVE-2013-6634,"The OneClickSigninHelper::ShowInfoBarIfPossible function in browser/ui/sync/one_click_signin_helper.cc in Google Chrome before 31.0.1650.63 uses an incorrect URL during realm validation, which allows remote attackers to conduct session fixation attacks and hijack web sessions by triggering improper ",Google Chrome Browser,CWE-384,Improper Resource Control,The OneClickSigninHelper::ShowInfoBarIfPossible function uses an incorrect URL during realm validation.,Allows remote attackers to conduct session fixation attacks and hijack web sessions.,2013-12-07T00:55:03.820,,,nvd,the oneclicksigninhelpershowinfobarifpossible function in browseruisyncone_click_signin_helpercc in google chrome before 310165063 uses an incorrect url during realm validation which allows remote attackers to conduct session fixation attacks and hijack web sessions by triggering improper,"The OneClickSigninHelper::ShowInfoBarIfPossible function in browser/ui/sync/one_click_signin_helper.cc in Google Chrome before 31.0.1650.63 uses an incorrect URL during realm validation, which allows remote attackers to conduct session fixation attacks and hijack web sessions by triggering improper ",Improper Resource Control
CVE-2013-6643,The OneClickSigninBubbleView::WindowClosing function in browser/ui/views/sync/one_click_signin_bubble_view.cc in Google Chrome before 32.0.1700.76 on Windows and before 32.0.1700.77 on Mac OS X and Linux allows attackers to trigger a sync with an arbitrary Google account by leveraging improper handl,Google Chrome Browser,CWE-20,Improper Input Validation,Improper handling of input in the OneClickSigninBubbleView::WindowClosing function allows attackers to trigger a sync with an arbitrary Google account.,Attackers can trigger a sync with an arbitrary Google account.,2014-01-16T12:17:26.313,,,nvd,the oneclicksigninbubbleviewwindowclosing function in browseruiviewssyncone_click_signin_bubble_viewcc in google chrome before 320170076 on windows and before 320170077 on mac os x and linux allows attackers to trigger a sync with an arbitrary google account by leveraging improper handl,The OneClickSigninBubbleView::WindowClosing function in browser/ui/views/sync/one_click_signin_bubble_view.cc in Google Chrome before 32.0.1700.76 on Windows and before 32.0.1700.77 on Mac OS X and Linux allows attackers to trigger a sync with an arbitrary Google account by leveraging improper handl,Improper Input Validation
CVE-2014-1732,Use-after-free vulnerability in browser/ui/views/speech_recognition_bubble_views.cc in Google Chrome before 34.0.1847.131 on Windows and OS X and before 34.0.1847.132 on Linux allows remote attackers to cause a denial of service or possibly have unspecified other impact via an INPUT element that tri,Google Chrome Browser,CWE-416,Use After Free,A use-after-free vulnerability in speech_recognition_bubble_views.cc allows remote attackers to cause a denial of service or possibly other unspecified impacts via a crafted INPUT element.,Denial of service or unspecified other impact,2014-04-26T10:55:05.513,,,nvd,useafterfree vulnerability in browseruiviewsspeech_recognition_bubble_viewscc in google chrome before 3401847131 on windows and os x and before 3401847132 on linux allows remote attackers to cause a denial of service or possibly have unspecified other impact via an input element that tri,Use-after-free vulnerability in browser/ui/views/speech_recognition_bubble_views.cc in Google Chrome before 34.0.1847.131 on Windows and OS X and before 34.0.1847.132 on Linux allows remote attackers to cause a denial of service or possibly have unspecified other impact via an INPUT element that tri,Use After Free
CVE-2014-3172,"The Debugger extension API in browser/extensions/api/debugger/debugger_api.cc in Google Chrome before 37.0.2062.94 does not validate a tab's URL before an attach operation, which allows remote attackers to bypass intended access limitations via an extension that uses a restricted URL, as demonstrate",Google Chrome Browser,CWE-20,Improper Input Validation,The Debugger extension API in Google Chrome did not validate a tab's URL before an attach operation.,Remote attackers can bypass intended access limitations via an extension that uses a restricted URL.,2014-08-27T01:55:05.697,,,nvd,the debugger extension api in browserextensionsapidebuggerdebugger_apicc in google chrome before 370206294 does not validate a tabs url before an attach operation which allows remote attackers to bypass intended access limitations via an extension that uses a restricted url as demonstrate,"The Debugger extension API in browser/extensions/api/debugger/debugger_api.cc in Google Chrome before 37.0.2062.94 does not validate a tab's URL before an attach operation, which allows remote attackers to bypass intended access limitations via an extension that uses a restricted URL, as demonstrate",Improper Input Validation
CVE-2014-3193,"The SessionService::GetLastSession function in browser/sessions/session_service.cc in Google Chrome before 38.0.2125.101 allows remote attackers to cause a denial of service (use-after-free) or possibly have unspecified other impact via vectors that leverage ""type confusion"" for callback processing.",Google Chrome Browser,CWE-416,Use After Free,Type confusion in callback processing within the SessionService::GetLastSession function.,Denial of service (use-after-free) or unspecified other impact.,2014-10-08T10:55:06.503,,,nvd,the sessionservicegetlastsession function in browsersessionssession_servicecc in google chrome before 3802125101 allows remote attackers to cause a denial of service useafterfree or possibly have unspecified other impact via vectors that leverage type confusion for callback processing,"The SessionService::GetLastSession function in browser/sessions/session_service.cc in Google Chrome before 38.0.2125.101 allows remote attackers to cause a denial of service (use-after-free) or possibly have unspecified other impact via vectors that leverage ""type confusion"" for callback processing.",Use After Free
CVE-2014-7935,Use-after-free vulnerability in browser/speech/tts_message_filter.cc in the Speech implementation in Google Chrome before 40.0.2214.91 allows remote attackers to cause a denial of service or possibly have unspecified other impact via vectors involving utterances from a closed tab.,Google Chrome Browser,CWE-416,Use After Free,"The Speech implementation in Google Chrome before version 40.0.2214.91 contains a use-after-free vulnerability in tts_message_filter.cc.  Memory is freed, but then subsequently accessed.",Denial of service or unspecified other impact via vectors involving utterances from a closed tab.  Remote attackers can exploit this vulnerability.,2015-01-22T22:59:16.523,,,nvd,useafterfree vulnerability in browserspeechtts_message_filtercc in the speech implementation in google chrome before 400221491 allows remote attackers to cause a denial of service or possibly have unspecified other impact via vectors involving utterances from a closed tab,Use-after-free vulnerability in browser/speech/tts_message_filter.cc in the Speech implementation in Google Chrome before 40.0.2214.91 allows remote attackers to cause a denial of service or possibly have unspecified other impact via vectors involving utterances from a closed tab.,Use After Free
CVE-2014-7936,Use-after-free vulnerability in the ZoomBubbleView::Close function in browser/ui/views/location_bar/zoom_bubble_view.cc in the Views implementation in Google Chrome before 40.0.2214.91 allows remote attackers to cause a denial of service or possibly have unspecified other impact via a crafted docume,Google Chrome Browser,CWE-416,Use After Free,"The ZoomBubbleView::Close function in Google Chrome's Views implementation improperly handles memory deallocation, leading to use-after-free condition when processing a crafted document.",Denial of service or unspecified other impact.,2015-01-22T22:59:17.460,,,nvd,useafterfree vulnerability in the zoombubbleviewclose function in browseruiviewslocation_barzoom_bubble_viewcc in the views implementation in google chrome before 400221491 allows remote attackers to cause a denial of service or possibly have unspecified other impact via a crafted docume,Use-after-free vulnerability in the ZoomBubbleView::Close function in browser/ui/views/location_bar/zoom_bubble_view.cc in the Views implementation in Google Chrome before 40.0.2214.91 allows remote attackers to cause a denial of service or possibly have unspecified other impact via a crafted docume,Use After Free
