id,description,vendor,cwe_category,cwe_explanation,cause,impact,published,cvss_score,severity,source,description_without_punct,description_normalized,explanation
CVE-2021-38433,"RTI Connext DDS Professional and Connext DDS Secure Versions 4.2x to 6.1.0 vulnerable to a stack-based buffer overflow, which may allow a local attacker to execute arbitrary code.",RTI Connext DDS,CWE-121,"Stack-based buffer overflow vulnerability, where writing data past the allocated buffer on the stack can overwrite adjacent memory, potentially leading to arbitrary code execution.",A flaw in the code's handling of data input allows an attacker to write beyond the allocated buffer on the stack.,"A local attacker could execute arbitrary code, potentially compromising the system.",2022-05-05T17:15:09.303,6.6,MEDIUM,nvd,rti connext dds professional and connext dds secure versions 42x to 610 vulnerable to a stackbased buffer overflow which may allow a local attacker to execute arbitrary code,"RTI Connext DDS Professional and Connext DDS Secure Versions 4.2x to 6.1.0 vulnerable to a stack-based buffer overflow, which may allow a local attacker to execute arbitrary code.","Stack-based buffer overflow vulnerability, where writing data past the allocated buffer on the stack can overwrite adjacent memory, potentially leading to arbitrary code execution."
CVE-2021-38435,"RTI Connext DDS Professional and Connext DDS Secure Versions 4.2x to 6.1.0 not correctly calculate the size when allocating the buffer, which may result in a buffer overflow.",RTI Connext DDS,CWE-120,Buffer Overflow,Incorrect buffer size calculation during allocation,"Buffer overflow, potentially leading to arbitrary code execution or denial of service.",2022-05-05T17:15:09.377,6.6,MEDIUM,nvd,rti connext dds professional and connext dds secure versions 42x to 610 not correctly calculate the size when allocating the buffer which may result in a buffer overflow,"RTI Connext DDS Professional and Connext DDS Secure Versions 4.2x to 6.1.0 not correctly calculate the size when allocating the buffer, which may result in a buffer overflow.",Buffer Overflow
CVE-2021-38487,"RTI Connext DDS Professional, Connext DDS Secure versions 4.2x to 6.1.0, and Connext DDS Micro versions 2.4 and later are vulnerable when an attacker sends a specially crafted packet to flood target devices with unwanted traffic. This may result in a denial-of-service condition and information expos",RTI Connext DDS,CWE-399,Resource Exhaustion,An attacker sending a specially crafted packet to flood target devices with unwanted traffic.,Denial-of-service condition and information exposure,2022-05-05T17:15:09.857,7.5,HIGH,nvd,rti connext dds professional connext dds secure versions 42x to 610 and connext dds micro versions 24 and later are vulnerable when an attacker sends a specially crafted packet to flood target devices with unwanted traffic this may result in a denialofservice condition and information expos,"RTI Connext DDS Professional, Connext DDS Secure versions 4.2x to 6.1.0, and Connext DDS Micro versions 2.4 and later are vulnerable when an attacker sends a specially crafted packet to flood target devices with unwanted traffic. This may result in a denial-of-service condition and information expos",Resource Exhaustion
CVE-2013-4723,"Open redirect vulnerability in DDSN Interactive cm3 Acora CMS 6.0.6/1a, 6.0.2/1a, 5.5.7/12b, 5.5.0/1b-p1, and possibly other versions allows remote attackers to redirect users to arbitrary web sites and conduct phishing attacks via a URL in the l parameter to track.aspx.",Open DDS,CWE-601,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Lack of proper validation and sanitization of the 'l' parameter in the 'track.aspx' URL.,"Remote attackers can redirect users to arbitrary websites, enabling phishing attacks.",2014-04-25T17:12:03.720,,,nvd,open redirect vulnerability in ddsn interactive cm3 acora cms 6061a 6021a 55712b 5501bp1 and possibly other versions allows remote attackers to redirect users to arbitrary web sites and conduct phishing attacks via a url in the l parameter to trackaspx,"Open redirect vulnerability in DDSN Interactive cm3 Acora CMS 6.0.6/1a, 6.0.2/1a, 5.5.7/12b, 5.5.0/1b-p1, and possibly other versions allows remote attackers to redirect users to arbitrary web sites and conduct phishing attacks via a URL in the l parameter to track.aspx.",Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2022-41838,A code execution vulnerability exists in the DDS scanline parsing functionality of OpenImageIO Project OpenImageIO v2.4.4.2. A specially-crafted .dds can lead to a heap buffer overflow. An attacker can provide a malicious file to trigger this vulnerability.,Open DDS,CWE-122,Heap-based buffer overflow,A specially-crafted .dds file triggers a heap buffer overflow in the DDS scanline parsing functionality.,Code execution,2022-12-22T22:15:15.690,9.8,CRITICAL,nvd,a code execution vulnerability exists in the dds scanline parsing functionality of openimageio project openimageio v2442 a speciallycrafted dds can lead to a heap buffer overflow an attacker can provide a malicious file to trigger this vulnerability,A code execution vulnerability exists in the DDS scanline parsing functionality of OpenImageIO Project OpenImageIO v2.4.4.2. A specially-crafted .dds can lead to a heap buffer overflow. An attacker can provide a malicious file to trigger this vulnerability.,Heap-based buffer overflow
CVE-2022-41999,A denial of service vulnerability exists in the DDS native tile reading functionality of OpenImageIO Project OpenImageIO v2.3.19.0 and v2.4.4.2. A specially-crafted .dds can lead to denial of service. An attacker can provide a malicious file to trigger this vulnerability.,Open DDS,CWE-400,Uncontrolled Resource Consumption,A specially-crafted .dds file causes uncontrolled resource consumption in the DDS native tile reading functionality.,Denial of service (DoS).,2022-12-22T22:15:16.023,7.5,HIGH,nvd,a denial of service vulnerability exists in the dds native tile reading functionality of openimageio project openimageio v23190 and v2442 a speciallycrafted dds can lead to denial of service an attacker can provide a malicious file to trigger this vulnerability,A denial of service vulnerability exists in the DDS native tile reading functionality of OpenImageIO Project OpenImageIO v2.3.19.0 and v2.4.4.2. A specially-crafted .dds can lead to denial of service. An attacker can provide a malicious file to trigger this vulnerability.,Uncontrolled Resource Consumption
CVE-2023-44441,GIMP DDS File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability. This vulnerability allows remote attackers to execute arbitrary code on affected installations of GIMP. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or o,Open DDS,CWE-120,"Classic buffer overflow vulnerability where writing data beyond the allocated buffer size can overwrite adjacent memory areas leading to unexpected behavior or crashes, and potentially arbitrary code execution.",Heap-based buffer overflow in the GIMP's DDS file parsing functionality.,Remote code execution on affected GIMP installations.  Successful exploitation allows attackers to execute arbitrary code.,2024-05-03T03:15:59.783,,,nvd,gimp dds file parsing heapbased buffer overflow remote code execution vulnerability this vulnerability allows remote attackers to execute arbitrary code on affected installations of gimp user interaction is required to exploit this vulnerability in that the target must visit a malicious page or o,GIMP DDS File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability. This vulnerability allows remote attackers to execute arbitrary code on affected installations of GIMP. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or o,"Classic buffer overflow vulnerability where writing data beyond the allocated buffer size can overwrite adjacent memory areas leading to unexpected behavior or crashes, and potentially arbitrary code execution."
CVE-2023-24010,An attacker can arbitrarily craft malicious DDS Participants (or ROS 2 Nodes) with valid certificates to compromise and get full control of the attacked secure DDS databus system by exploiting vulnerable attributes in the configuration of PKCS#7 certificate’s validation. This is caused by a non-comp,Open DDS,CWE-295,Improper Certificate Validation,Vulnerable attributes in the configuration of PKCS#7 certificate’s validation.,An attacker can arbitrarily craft malicious DDS Participants (or ROS 2 Nodes) with valid certificates to compromise and get full control of the attacked secure DDS databus system.,2025-01-09T15:15:11.467,8.2,HIGH,nvd,an attacker can arbitrarily craft malicious dds participants or ros 2 nodes with valid certificates to compromise and get full control of the attacked secure dds databus system by exploiting vulnerable attributes in the configuration of pkcs7 certificates validation this is caused by a noncomp,An attacker can arbitrarily craft malicious DDS Participants (or ROS 2 Nodes) with valid certificates to compromise and get full control of the attacked secure DDS databus system by exploiting vulnerable attributes in the configuration of PKCS#7 certificate’s validation. This is caused by a non-comp,Improper Certificate Validation
CVE-2023-24011,An attacker can arbitrarily craft malicious DDS Participants (or ROS 2 Nodes) with valid certificates to compromise and get full control of the attacked secure DDS databus system by exploiting vulnerable attributes in the configuration of PKCS#7 certificate’s validation. This is caused by a non-comp,Open DDS,CWE-295,Improper Certificate Validation,Vulnerable attributes in the configuration of PKCS#7 certificate’s validation.,An attacker can arbitrarily craft malicious DDS Participants (or ROS 2 Nodes) with valid certificates to compromise and get full control of the attacked secure DDS databus system.,2025-01-09T15:15:11.657,8.2,HIGH,nvd,an attacker can arbitrarily craft malicious dds participants or ros 2 nodes with valid certificates to compromise and get full control of the attacked secure dds databus system by exploiting vulnerable attributes in the configuration of pkcs7 certificates validation this is caused by a noncomp,An attacker can arbitrarily craft malicious DDS Participants (or ROS 2 Nodes) with valid certificates to compromise and get full control of the attacked secure DDS databus system by exploiting vulnerable attributes in the configuration of PKCS#7 certificate’s validation. This is caused by a non-comp,Improper Certificate Validation
CVE-2023-24012,An attacker can arbitrarily craft malicious DDS Participants (or ROS 2 Nodes) with valid certificates to compromise and get full control of the attacked secure DDS databus system by exploiting vulnerable attributes in the configuration of PKCS#7 certificate’s validation. This is caused by a non-comp,Open DDS,CWE-295,Improper Certificate Validation,Vulnerable attributes in the configuration of PKCS#7 certificate’s validation.,An attacker can arbitrarily craft malicious DDS Participants (or ROS 2 Nodes) with valid certificates to compromise and get full control of the attacked secure DDS databus system.,2025-01-09T15:15:11.810,8.2,HIGH,nvd,an attacker can arbitrarily craft malicious dds participants or ros 2 nodes with valid certificates to compromise and get full control of the attacked secure dds databus system by exploiting vulnerable attributes in the configuration of pkcs7 certificates validation this is caused by a noncomp,An attacker can arbitrarily craft malicious DDS Participants (or ROS 2 Nodes) with valid certificates to compromise and get full control of the attacked secure DDS databus system by exploiting vulnerable attributes in the configuration of PKCS#7 certificate’s validation. This is caused by a non-comp,Improper Certificate Validation
CVE-2020-18734,A stack buffer overflow in /ddsi/q_bitset.h of Eclipse IOT Cyclone DDS Project v0.1.0 causes the DDS subscriber server to crash.,Cyclone DDS,CWE-787,Out-of-bounds write vulnerability that occurs when a program attempts to write data beyond the allocated buffer in the stack.,A stack buffer overflow in the /ddsi/q_bitset.h file of the Eclipse IOT Cyclone DDS Project v0.1.0.,Causes the DDS subscriber server to crash.,2021-08-23T21:15:09.413,7.5,HIGH,nvd,a stack buffer overflow in ddsiq_bitseth of eclipse iot cyclone dds project v010 causes the dds subscriber server to crash,A stack buffer overflow in /ddsi/q_bitset.h of Eclipse IOT Cyclone DDS Project v0.1.0 causes the DDS subscriber server to crash.,Out-of-bounds write vulnerability that occurs when a program attempts to write data beyond the allocated buffer in the stack.
CVE-2020-18735,A heap buffer overflow in /src/dds_stream.c of Eclipse IOT Cyclone DDS Project v0.1.0 causes the DDS subscriber server to crash.,Cyclone DDS,CWE-126,"Buffer Overflow Vulnerability:  This CWE describes vulnerabilities where a program attempts to write data beyond the allocated buffer size, potentially overwriting adjacent memory regions. This often leads to crashes or arbitrary code execution.",A heap buffer overflow in the /src/dds_stream.c file of the Eclipse IOT Cyclone DDS Project v0.1.0.,Causes the DDS subscriber server to crash.,2021-08-23T21:15:09.503,7.5,HIGH,nvd,a heap buffer overflow in srcdds_streamc of eclipse iot cyclone dds project v010 causes the dds subscriber server to crash,A heap buffer overflow in /src/dds_stream.c of Eclipse IOT Cyclone DDS Project v0.1.0 causes the DDS subscriber server to crash.,"Buffer Overflow Vulnerability:  This CWE describes vulnerabilities where a program attempts to write data beyond the allocated buffer size, potentially overwriting adjacent memory regions. This often leads to crashes or arbitrary code execution."
CVE-2021-43547,TwinOaks Computing CoreDX DDS versions prior to 5.9.1 are susceptible to exploitation when an attacker sends a specially crafted packet to flood target devices with unwanted traffic. This may result in a denial-of-service condition and information exposure.,Coredx DDS,CWE-399,Resource Exhaustion,Sending a specially crafted packet to flood target devices with unwanted traffic.,Denial-of-service condition and information exposure.,2022-05-05T17:15:10.097,7.5,HIGH,nvd,twinoaks computing coredx dds versions prior to 591 are susceptible to exploitation when an attacker sends a specially crafted packet to flood target devices with unwanted traffic this may result in a denialofservice condition and information exposure,TwinOaks Computing CoreDX DDS versions prior to 5.9.1 are susceptible to exploitation when an attacker sends a specially crafted packet to flood target devices with unwanted traffic. This may result in a denial-of-service condition and information exposure.,Resource Exhaustion
